,TF Feature Name,TF Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Medline,TF Description
S000002667,YDR259C,YAP6,46.0,148.503783598,3.2283431217,"[0.0074832789, 0.021169597, 0.07374531, 0.19230388, 0.35450208, 0.71137065, 0.76528716, 0.81279916, 0.84150076, 0.92902553, 1.0180073, 1.1337703, 1.20665, 1.224503, 1.2318383, 1.2518263, 1.2696798, 1.3740509, 1.5486387, 1.5823457, 1.6013933, 1.6225973, 1.7997184, 1.8837614, 1.9850219, 2.6729109, 2.8741515, 3.0178912, 3.1386433, 3.1659374, 3.2561536, 3.4301722, 3.8103962, 3.8380284, 4.142158, 4.6554003, 5.164041, 5.4836407, 6.2031765, 6.7278976, 7.020062, 8.3600941, 8.7005358, 10.960309, 11.189125, 14.250069]",www.pubmed.com/18842628,"Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog, CIN5, that arose from the whole genome duplication"
S000001503,YKL020C,SPT23,30.0,127.371939711,4.24573132371,"[0.091047458, 0.3403576, 0.46855533, 0.51643544, 1.0537579, 1.3310119, 1.5608296, 2.423326, 2.49827, 2.7977033, 2.9282269, 3.7187421, 3.7187421, 3.7187421, 3.9279869, 4.2185373, 4.5434995, 5.0858994, 5.1782136, 5.3037047, 5.6286669, 5.9930301, 6.1337795, 6.1337795, 6.3037047, 6.5456109, 8.0406704, 8.5355577, 8.795558, 9.8379927]",www.pubmed.com/16522208,"ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; SPT23 has a paralog, MGA2, that arose from the whole genome duplication"
S000000842,YER040W,GLN3,18.0,127.318601131,7.07325561841,"[4.9976897, 4.9976897, 4.9976897, 4.9976897, 6.1676149, 6.1676149, 6.5067034, 6.5067034, 7.3434649, 7.3434649, 7.6766286, 7.6766286, 7.6766286, 8.852478, 8.852478, 8.852478, 8.852478, 8.852478]",www.pubmed.com/19111667,Transcriptional activator of genes regulated by nitrogen catabolite repression; localization and activity regulated by quality of nitrogen source and Ure2p
S000006403,YPR199C,ARR1,26.0,121.676654521,4.67987132775,"[0.023703877, 0.94240379, 1.3373643, 3.1630204, 3.2020144, 3.4848521, 3.5594199, 3.8247814, 3.9158316, 3.9158316, 3.9158316, 4.2885513, 4.3529258, 4.4217348, 4.5910611, 4.6100798, 4.7560129, 5.1344666, 5.7249031, 6.2539358, 6.6416869, 6.6617861, 6.763629, 7.4048471, 8.6412067, 10.144773]",www.pubmed.com/16522208,"Transcriptional activator of the basic leucine zipper (bZIP) family; required for transcription of genes involved in resistance to arsenic compounds; directly binds trivalent arsenic (As(III)) as does K. lactis orthologue, KIYAP8"
S000005688,YOR162C,YRR1,24.0,119.405061498,4.97521089576,"[0.1335056, 1.9408605, 2.0769501, 3.0613558, 3.0894482, 3.2269378, 3.2606077, 3.3729856, 3.8181484, 3.8255279, 3.9253583, 4.3330164, 5.0408354, 5.1539359, 5.2794666, 6.0538583, 6.4752607, 6.5196548, 6.5284004, 6.6449447, 6.8416367, 7.8161292, 8.5374832, 12.448753]",www.pubmed.com/19111667,"Zn2-Cys6 zinc-finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrm1p, acting on an overlapping set of target genes; YRR1 has a paralog, PDR8, that arose from the whole genome duplication"
S000002621,YDR213W,UPC2,25.0,115.135401089,4.60541604355,"[0.035555203, 0.40328699, 0.94937879, 1.2111852, 1.6019522, 1.917454, 2.2864733, 2.2864733, 2.9303296, 2.9303296, 3.8562694, 4.6354275, 4.8156276, 5.0261946, 5.1106462, 5.1375556, 5.2470593, 5.5689874, 6.6649117, 7.553237, 8.2313089, 8.7947378, 9.1906672, 9.1906672, 9.5596857]",www.pubmed.com/19111667,"Sterol regulatory element binding protein; induces sterol biosynthetic genes, upon sterol depletion; acts as a sterol sensor, binding ergosterol in sterol rich conditions; relocates from intracellular membranes to perinuclear foci upon sterol depletion; redundant activator of filamentation with ECM22, up-regulating the expression of filamentous growth genes; contains a Zn[2]-Cys[6] binuclear cluster; UPC2 has a paralog, ECM22, that arose from the whole genome duplication"
S000006400,YPR196W,,22.0,114.949263036,5.22496650165,"[0.14969653, 1.0261751, 1.1611718, 1.5247359, 1.5957897, 1.9387794, 2.0432487, 2.5668106, 4.0824213, 4.2184048, 4.4255929, 4.6391301, 5.202764, 6.7599092, 7.2434731, 7.2461042, 7.4466543, 7.5039334, 9.520524, 10.901252, 11.621143, 12.131549]",www.pubmed.com/19111667,Putative maltose-responsive transcription factor
S000000611,YCR018C,SRD1,43.0,109.502196729,2.54656271463,"[0.13190815, 0.34112042, 0.41706929, 0.52618706, 0.53124028, 0.53124028, 0.59109867, 0.66459072, 0.69629955, 0.83451569, 0.84991449, 1.1733848, 1.4308751, 1.6150087, 1.655229, 1.6715101, 1.7474589, 1.8504447, 1.9027505, 1.9540973, 2.0916009, 2.1300087, 2.1666195, 2.2244241, 2.4354072, 2.5835927, 2.5959344, 2.6735795, 2.6765633, 2.6765633, 2.7334378, 2.9175715, 3.0664697, 3.7249265, 3.9335003, 4.4381309, 4.6679144, 4.7105117, 5.5321069, 6.4179358, 6.4605331, 7.4662991, 8.0626221]",www.pubmed.com/19111667,Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation
S000002981,YGL013C,PDR1,21.0,109.367071748,5.20795579751,"[1.4698924, 1.4698924, 1.4698924, 1.6975937, 1.9751277, 2.1868203, 2.2970557, 2.3443615, 2.6076634, 3.19752, 4.3443613, 4.6549692, 5.3974729, 6.1517162, 6.3043633, 7.7451668, 7.9824352, 8.4876709, 10.699363, 13.441867, 13.441867]",www.pubmed.com/19111667,"Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog, PDR3, that arose from the whole genome duplication"
S000003130,YGL162W,SUT1,32.0,102.188635814,3.1933948692,"[0.00549351, 0.050471634, 0.050471634, 0.52800184, 0.99374926, 1.02174, 1.0555342, 1.3323597, 1.3323597, 1.333684, 1.3445984, 1.6612728, 1.7945642, 1.9519125, 1.9909614, 2.1506915, 2.1698687, 2.6458259, 3.3100457, 3.318357, 3.4290392, 3.4290392, 4.0971103, 4.2789903, 4.4449301, 5.5801034, 6.5756073, 6.8801594, 7.214735, 7.5600824, 9.1503744, 9.5065012]",www.pubmed.com/16522208,"Zn(II)2Cys6 family transcription factor; positively regulates sterol uptake genes under anaerobic conditions; involved in hypoxic gene expression; represses filamentation-inducing genes during vegetative growth; positively regulates mating with SUT2 by repressing expression of genes that act as mating inhibitors; repressed by STE12; relocalizes from the nucleus to the cytoplasm upon DNA replication stress; SUT1 has a paralog, SUT2, that arose from the whole genome duplication"
S000002624,YDR216W,ADR1,16.0,101.892734528,6.36829590797,"[1.697788, 2.5237586, 3.4412966, 4.0482855, 4.7852507, 5.0262589, 5.7852507, 5.9658232, 7.4633226, 7.4633226, 7.5888538, 8.1858721, 8.3614435, 9.1858721, 10.091354, 10.278981]",www.pubmed.com/19111667,"Carbon source-responsive zinc-finger transcription factor; required for transcription of the glucose-repressed gene ADH2, of peroxisomal protein genes, and of genes required for ethanol, glycerol, and fatty acid utilization"
S000001457,YIR018W,YAP5,26.0,96.3222362697,3.70470139499,"[0.49932978, 0.72623879, 0.72623879, 1.3874369, 1.6814061, 2.5695133, 2.5695133, 2.5695133, 2.5695133, 2.5695133, 2.5695133, 2.6882362, 2.6882362, 3.2307115, 3.3494344, 3.5763433, 4.4562612, 4.6831703, 5.192709, 5.344368, 6.0808158, 6.5264444, 6.5264444, 6.5264444, 6.5264444, 8.4884424]",www.pubmed.com/16522208,"Basic leucine zipper (bZIP) iron-sensing transcription factor; involved in diauxic shift; YAP5 has a paralog, YAP7, that arose from the whole genome duplication"
S000004618,YMR016C,SOK2,42.0,96.0023333058,2.28576984061,"[0.02084304, 0.037390869, 0.1144755, 0.20452835, 0.30712059, 0.32957163, 0.37269288, 0.64953309, 0.6938464, 0.72612882, 0.76089418, 0.83936828, 0.90695977, 1.086691, 1.1334852, 1.3284396, 1.3302001, 1.6419061, 1.8749921, 1.9638076, 2.0153048, 2.1685522, 2.2692711, 2.3888981, 2.5380363, 2.5901558, 2.6194432, 2.8797534, 2.9886627, 3.1046405, 3.1220696, 3.5124221, 3.5721292, 3.8763714, 4.3653879, 4.4345989, 4.7123232, 4.7827125, 5.0056543, 5.3889832, 5.6209464, 5.7231412]",www.pubmed.com/19111667,"Nuclear protein that negatively regulates pseudohyphal differentiation; plays a regulatory role in the cyclic AMP (cAMP)-dependent protein kinase (PKA) signal transduction pathway; relocalizes to the cytosol in response to hypoxia; SOK2 has a paralog, PHD1, that arose from the whole genome duplication"
S000000830,YER028C,MIG3,20.0,90.5395653844,4.52697826922,"[0.74616849, 0.89641505, 0.92744195, 1.0116297, 1.6637063, 1.7315217, 2.4970565, 3.4553823, 4.5828881, 4.5828881, 5.2539673, 5.4162383, 5.4369969, 5.9701743, 6.2849941, 6.3939819, 6.9370708, 7.227972, 9.2235937, 10.299478]",www.pubmed.com/19111667,"Transcriptional regulator; partially nonfunctional in S288C strains but has a major role in catabolite repression and ethanol response in some other strains; involved in response to toxic agents; phosphorylation by Snf1p or the Mec1p pathway inactivates Mig3p, allowing induction of damage response genesenvironment"
S000000048,YAL051W,OAF1,15.0,86.8362859488,5.78908572992,"[1.9336346, 2.5133605, 3.4884143, 4.4746628, 4.4746628, 5.6728387, 5.8308063, 5.9569674, 6.0210977, 6.2993593, 7.4588375, 8.0210972, 8.0210972, 8.0935726, 8.5758772]",www.pubmed.com/19111667,"Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication"
