,TF Feature Name,TF Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Medline,TF Description
S000004618,YMR016C,SOK2,61.0,147.346044473,2.41550892579,"[0.042857915, 0.076396033, 0.10811632, 0.23113598, 0.25696829, 0.28837994, 0.28952402, 0.4830167, 0.51744014, 0.55083209, 0.59260601, 0.59762627, 0.65520632, 0.66013122, 0.74635422, 0.86634535, 0.91171908, 0.91340214, 0.95256895, 1.0556085, 1.0558116, 1.1437402, 1.2066829, 1.2793094, 1.3915455, 1.5950853, 1.5950853, 1.6773001, 1.6773001, 1.8015903, 1.9049406, 1.9976568, 2.0871162, 2.1093845, 2.1247704, 2.2198029, 2.4321876, 2.603873, 2.6158438, 2.8010132, 2.8028424, 2.9030066, 2.973233, 3.034251, 3.152662, 3.4817224, 3.7827122, 3.7939556, 4.1301756, 4.2008061, 4.2450938, 4.7705231, 4.9932113, 5.0069342, 5.0956516, 5.1265311, 5.1419797, 6.2699685, 6.8384662, 8.6172523, 8.8687906]",www.pubmed.com/19111667,"Nuclear protein that negatively regulates pseudohyphal differentiation; plays a regulatory role in the cyclic AMP (cAMP)-dependent protein kinase (PKA) signal transduction pathway; relocalizes to the cytosol in response to hypoxia; SOK2 has a paralog, PHD1, that arose from the whole genome duplication"
S000006403,YPR199C,ARR1,30.0,139.345046639,4.64483488798,"[0.21183348, 0.7408663, 1.0155326, 1.0392653, 1.133155, 1.1721492, 1.6150978, 1.6757805, 1.8369354, 2.2054381, 2.2275763, 3.2510462, 3.4417975, 4.2516012, 4.5287795, 4.8166957, 5.3143811, 5.4784565, 5.5206938, 6.4401498, 6.4554734, 6.6852188, 6.8324385, 7.0957408, 7.6230235, 7.7873168, 8.2212715, 8.559906, 10.417791, 11.749635]",www.pubmed.com/16522208,"Transcriptional activator of the basic leucine zipper (bZIP) family; required for transcription of genes involved in resistance to arsenic compounds; directly binds trivalent arsenic (As(III)) as does K. lactis orthologue, KIYAP8"
S000004003,YLR013W,GAT3,80.0,133.470868858,1.66838586072,"[0.016768785, 0.025313631, 0.03377521, 0.065564148, 0.10350535, 0.10481155, 0.12809578, 0.18330441, 0.20064093, 0.2179587, 0.31462273, 0.33343592, 0.44961396, 0.48882216, 0.5151189, 0.54644883, 0.56125933, 0.61623085, 0.62928993, 0.63829052, 0.70172709, 0.71305829, 0.73139954, 0.75558203, 0.79367673, 0.93115872, 0.93882209, 0.96279258, 0.99065936, 1.0386809, 1.0637597, 1.1143937, 1.2042274, 1.2142525, 1.2231054, 1.2498618, 1.2720354, 1.2732741, 1.279689, 1.2967935, 1.300488, 1.3170228, 1.3240831, 1.3264831, 1.3559191, 1.3594308, 1.4139173, 1.5869633, 1.6231369, 1.6236434, 1.6375967, 1.6587472, 1.7031413, 1.8879839, 1.9177047, 1.9623744, 1.9668365, 1.9741406, 1.9988798, 2.0148418, 2.1593444, 2.2493153, 2.256969, 2.2881038, 2.3240831, 2.6580839, 2.7126079, 2.9114456, 3.235393, 3.2722297, 3.2789953, 3.3482656, 3.9027061, 4.1968479, 4.4357285, 4.9565606, 5.1391325, 5.3829765, 5.8810434, 7.0058804]",www.pubmed.com/19111667,"Protein containing GATA family zinc finger motifs; involved in spore wall assembly; sequence similarity to GAT4, and the double mutant gat3 gat4 exhibits reduced dityrosine fluorescence relative to the single mutants"
S000000870,YER068W,MOT2,16.0,121.943141937,7.62144637108,"[4.356144, 4.356144, 5.678072, 5.678072, 5.678072, 5.678072, 5.678072, 5.678072, 9.8953028, 9.8953028, 9.8953028, 9.8953028, 9.8953028, 9.8953028, 9.8953028, 9.8953028]",www.pubmed.com/19111667,"Ubiquitin-protein ligase subunit of the CCR4-NOT complex; with Ubc4p, ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p; CCR4-NOT has roles in transcription regulation, mRNA degradation, and post-transcriptional modifications; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication"
S000000842,YER040W,GLN3,17.0,119.97513628,7.05736095765,"[4.9976897, 4.9976897, 4.9976897, 4.9976897, 6.1676149, 6.1676149, 6.5067034, 6.5067034, 7.3434649, 7.6766286, 7.6766286, 7.6766286, 8.852478, 8.852478, 8.852478, 8.852478, 8.852478]",www.pubmed.com/19111667,Transcriptional activator of genes regulated by nitrogen catabolite repression; localization and activity regulated by quality of nitrogen source and Ure2p
S000002667,YDR259C,YAP6,48.0,112.902998142,2.35214579462,"[0.11801691, 0.15651074, 0.24963607, 0.32158843, 0.37572163, 0.48028496, 0.54279596, 0.606067, 0.64636129, 0.68849647, 0.70470375, 0.84807855, 0.91886055, 1.0219103, 1.042966, 1.0834352, 1.0932076, 1.1113865, 1.3013207, 1.3287559, 1.3349247, 1.4333335, 1.4895717, 1.4982421, 1.6227142, 1.6351042, 1.7194957, 1.7437321, 1.7945379, 2.1325405, 2.19788, 2.2995231, 2.4730623, 2.5126119, 2.7661581, 3.3926461, 3.4767404, 3.5394657, 3.7199473, 3.9564118, 4.3317943, 4.8222919, 5.0752983, 5.3789115, 5.9295988, 5.9561992, 6.3093143, 13.720842]",www.pubmed.com/18842628,"Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog, CIN5, that arose from the whole genome duplication"
S000003276,YGR044C,RME1,28.0,101.562698632,3.62723923687,"[0.022939816, 0.12145387, 0.12812394, 0.22243088, 0.34247664, 1.0152138, 1.2872745, 1.4330664, 1.6688889, 1.9594994, 2.2767138, 2.320405, 2.6792367, 3.1793523, 3.8174803, 3.8436985, 4.5477414, 4.7454572, 4.8614812, 4.8636761, 5.5768313, 5.6174688, 6.6902514, 6.9846692, 7.2070613, 7.6512079, 8.1321192, 8.3664789]",www.pubmed.com/16522208,Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress
S000001503,YKL020C,SPT23,21.0,101.309115291,4.82424358527,"[0.68636048, 0.84293246, 1.1337795, 1.501177, 1.6763068, 2.4181213, 2.6032648, 2.9606485, 3.7187421, 4.2612691, 5.3402305, 5.5525908, 6.0526829, 6.095118, 6.1254277, 7.5779924, 7.6708617, 8.5831976, 8.6376448, 8.9081593, 8.9626074]",www.pubmed.com/16522208,"ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; SPT23 has a paralog, MGA2, that arose from the whole genome duplication"
S000005554,YOR028C,CIN5,16.0,89.9091236293,5.61932022683,"[0.35993978, 1.233216, 2.7477894, 2.8802395, 3.2952771, 3.6181357, 4.8639822, 4.8806767, 5.4014163, 6.0155253, 6.3785553, 7.7775364, 8.8822336, 9.2379179, 9.703536, 12.633146]",www.pubmed.com/19111667,"Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog, YAP6, that arose from the whole genome duplication"
S000006400,YPR196W,,29.0,89.5464645475,3.08780912233,"[0.13662963, 0.39310199, 0.68858379, 0.80062371, 1.0281051, 1.0657578, 1.2240925, 1.3204335, 1.484553, 1.7131609, 1.7300549, 1.8006238, 1.9219869, 2.2104995, 2.5095317, 2.6161382, 3.2735462, 3.4328918, 3.5965579, 3.6371999, 3.7928882, 4.0311756, 4.4407973, 4.7684131, 6.3949933, 6.403913, 7.0257597, 7.2329478, 8.8715038]",www.pubmed.com/19111667,Putative maltose-responsive transcription factor
S000000950,YER148W,SPT15,33.0,83.8607996106,2.54123635184,"[0.066842914, 0.43308681, 0.48884982, 0.49568546, 0.50429958, 0.51453322, 0.67477566, 0.7861734, 0.79428285, 0.97307229, 1.1067255, 1.24121, 1.4090626, 1.7164644, 1.7377243, 1.9788457, 2.037966, 2.2442083, 2.5160604, 2.5394204, 2.6810033, 2.7947605, 3.0207357, 3.1305931, 3.2686768, 3.8864219, 4.0199261, 4.0528164, 4.3115773, 4.9494677, 5.5701876, 6.0391669, 11.876177]",www.pubmed.com/18842628,"TATA-binding protein (TBP); general transcription factor that interacts with other factors to form the preinitiation complex at promoters; essential for viability, highly conserved; yeast gene can complement mutations in human homolog TBP"
