,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000005665,YOR139C,,5.0,53.4698953629,10.6939790726,"[8.6343994, 8.7663641, 11.508868, 11.508868, 13.051395]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SFL1/YOR140W"
S000003185,YGL217C,,5.0,51.0482463837,10.2096492767,"[7.4127274, 8.7663641, 10.308891, 11.508868, 13.051395]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF KIP3/YGL216W"
S000007277,Q0143,,5.0,50.8846330643,10.1769266129,"[10.176927, 10.176927, 10.176927, 10.176927, 10.176927]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000007276,Q0142,,5.0,50.8846330643,10.1769266129,"[10.176927, 10.176927, 10.176927, 10.176927, 10.176927]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps dubious open reading frame Q0143"
S000002561,YDR154C,,6.0,49.7056016922,8.2842669487,"[4.5382581, 7.2807622, 8.6343994, 8.7663641, 10.176927, 10.308891]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; null mutant exhibits synthetic phenotype with alpha-synuclein"
S000003748,YJL212C,OPT1,5.0,46.644785881,9.32895717621,"[7.4127274, 7.4127274, 10.155231, 10.155231, 11.508868]",Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family
S000004100,YLR110C,CCW12,5.0,45.2993087769,9.05986175537,"[5.8918953, 7.4127274, 8.6343994, 10.308891, 13.051395]","Cell wall mannoprotein; plays a role in maintenance of newly synthesized areas of cell wall; localizes to periphery of small buds, septum region of larger buds, and shmoo tip; CCW12 has a paralog, YDR134C, that arose from the whole genome duplication"
S000005975,YPL054W,LEE1,5.0,44.9919886589,8.99839773178,"[7.2807622, 7.4127274, 8.6343994, 10.155231, 11.508868]",Zinc-finger protein of unknown function
S000004568,YML101C,CUE4,5.0,44.9784536362,8.99569072723,"[8.6343994, 8.6343994, 8.6343994, 8.7663641, 10.308891]","Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination; CUE4 has a paralog, CUE1, that arose from the whole genome duplication"
S000028688,YML100W-A,,4.0,44.8924217224,11.2231054306,"[8.6343994, 10.155231, 13.051395, 13.051395]","Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S000006760,TV(AAC)K1,,5.0,43.9022817612,8.78045635223,"[7.4127274, 7.4127274, 7.4127274, 10.155231, 11.508868]","Valine tRNA (tRNA-Val), predicted by tRNAscan-SE analysis"
S000028524,YKL068W-A,,5.0,43.9022817612,8.78045635223,"[7.4127274, 7.4127274, 7.4127274, 10.155231, 11.508868]",Putative protein of unknown function; identified by homology to <i>Ashbya gossypii</i>
S000028699,YNL097C-B,,5.0,43.7784767151,8.75569534302,"[5.8918953, 8.6343994, 8.7663641, 10.176927, 10.308891]",Putative protein of unknown function
S000002655,YDR247W,VHS1,4.0,43.6355190277,10.9088797569,"[8.7663641, 10.308891, 11.508868, 13.051395]","Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant, suggesting a role in G1/S phase progression; VHS1 has a paralog, SKS1, that arose from the whole genome duplication"
S000002581,YDR174W,HMO1,5.0,42.4031448364,8.48062896729,"[5.8918953, 7.4127274, 7.4344225, 10.155231, 11.508868]","Chromatin associated high mobility group (HMG) family member; involved in compacting, bending, bridging and looping DNA; rDNA-binding component that regulates transcription from RNA polymerase I promoters; regulates start site selection of ribosomal protein genes via RNA polymerase II promoters; role in genome maintenance; associates with a 5'-3' DNA helicase and Fpr1p, a prolyl isomerase; relocalizes to the cytosol in response to hypoxia"
S000003152,YGL184C,STR3,5.0,41.1597776413,8.23195552826,"[7.4127274, 7.4127274, 7.4127274, 8.7663641, 10.155231]",Peroxisomal cystathionine beta-lyase; converts cystathionine into homocysteine; may be redox regulated by Gto1p; involved in the release of the aromatic thiol 3-mercaptohexanol during wine fermentation
S000002401,YDL242W,,4.0,40.9499406815,10.2374851704,"[7.4344225, 10.155231, 10.308891, 13.051395]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004061,YLR071C,RGR1,4.0,40.8930149078,10.223253727,"[8.7663641, 8.7663641, 10.308891, 13.051395]","Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression, HO repression, RME1 repression and sporulation"
S000000246,YBR042C,CST26,4.0,40.8930149078,10.223253727,"[8.7663641, 10.308891, 10.308891, 11.508868]","Putative transferase involved in phospholipid biosynthesis; required for incorporation of stearic acid into phosphatidylinositol; affects chromosome stability when overexpressed; CST26 has a paralog, YDR018C, that arose from the whole genome duplication"
S000007619,YLR149C-A,,4.0,40.8930149078,10.223253727,"[8.7663641, 10.308891, 10.308891, 11.508868]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004414,YLR422W,DCK1,4.0,40.7393550873,10.1848387718,"[7.4127274, 8.7663641, 11.508868, 13.051395]","Dock family protein (Dedicator Of CytoKinesis), homolog of human DOCK1; upstream component for regulation through the small GTPase Rho5p; may form a complex with Lmo1p that acts as a GEF for Rho5p; interacts with Ino4p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein; DOCK proteins act as guanine nucleotide exchange factors"
S000000091,YAR068W,,4.0,40.6073899269,10.1518474817,"[7.2807622, 8.7663641, 11.508868, 13.051395]","Fungal-specific protein of unknown function; induced in respiratory-deficient cells; YAR068W has a paralog, YHR214W-A, that arose from a segmental duplication"
S000003535,YHR214W-A,,4.0,40.6073899269,10.1518474817,"[7.2807622, 8.7663641, 11.508868, 13.051395]","Dubious open reading frame; induced by zinc deficiency; YHR214W-A has a paralog, YAR068W, that arose from a segmental duplication"
S000004239,YLR249W,YEF3,4.0,40.4184999466,10.1046249866,"[8.6343994, 8.7663641, 11.508868, 11.508868]","Translation elongation factor 3; contains two ABC cassettes; binds and hydrolyzes ATP; YEF3 has a paralog, HEF3, that arose from the whole genome duplication"
S000003978,YLL055W,YCT1,4.0,39.4074134827,9.85185337067,"[5.8918953, 10.155231, 10.308891, 13.051395]",High-affinity cysteine-specific transporter; has similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene
S000002895,YDR487C,RIB3,4.0,39.4074134827,9.85185337067,"[7.4127274, 8.6343994, 10.308891, 13.051395]","3,4-dihydroxy-2-butanone-4-phosphate synthase (DHBP synthase); required for riboflavin biosynthesis from ribulose-5-phosphate, also has an unrelated function in mitochondrial respiration"
S000003203,YGL234W,"ADE5,7",4.0,39.4074130058,9.85185325146,"[7.2807622, 8.7663641, 10.308891, 13.051395]",Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities
S000003205,YGL236C,MTO1,4.0,39.4074130058,9.85185325146,"[7.2807622, 8.7663641, 10.308891, 13.051395]",Mitochondrial protein; forms heterodimer complex with Mss1p that performs 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs; required for respiration in paromomycin-resistant 15S rRNA mutants; human homolog MTO1 can complement yeast null mutant
S000005859,YOR332W,VMA4,4.0,39.2185230255,9.80463075638,"[8.6343994, 8.7663641, 10.308891, 11.508868]",Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase); V-ATPase is an electrogenic proton pump found throughout the endomembrane system; V1 domain has eight subunits; required for the V1 domain to assemble onto the vacuolar membrane; protein abundance increases in response to DNA replication stress
S000000643,YCR047C,BUD23,5.0,38.1750388145,7.63500776291,"[7.2807622, 7.4127274, 7.4127274, 7.4344225, 8.6343994]",Methyltransferase that methylates residue G1575 of 18S rRNA; required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity; diploid mutant displays random budding pattern; functional homolog of human WBSCR22
S000001624,YKL141W,SDH3,4.0,37.9968509674,9.49921274185,"[7.4127274, 8.7663641, 10.308891, 11.508868]","Subunit of succinate dehydrogenase and of TIM22 translocase; functions as cytochrome b subunit of succinate dehydrogenase, which couples oxidation of succinate to transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; also required for mitochondrial inner membrane protein import as part of the TIM22 complex; SDH3 has a paralog, SHH3, that arose from the whole genome duplication"
S000000487,YBR283C,SSH1,4.0,37.8865814209,9.47164535522,"[7.4344225, 8.6343994, 10.308891, 11.508868]",Subunit of the Ssh1 translocon complex; Sec61p homolog involved in co-translational pathway of protein translocation; not essential
S000004102,YLR112W,,4.0,37.8865814209,9.47164535522,"[5.8918953, 8.6343994, 10.308891, 13.051395]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000000488,YBR284W,,4.0,37.8865814209,9.47164535522,"[7.4344225, 8.6343994, 10.308891, 11.508868]","Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; null mutant exhibits longer telomeres, altered Ty mobility, decreased resistance to rapamycin and wortmannin; induced in response to hydrostatic pressure; not an essential gene; YBR284W has a paralog, YJL070C, that arose from the whole genome duplication"
S000005976,YPL055C,LGE1,4.0,37.7112264633,9.42780661583,"[7.4127274, 8.6343994, 10.155231, 11.508868]","Protein of unknown function; null mutant forms abnormally large cells, and homozygous diploid null mutant displays delayed premeiotic DNA synthesis and reduced efficiency of meiotic nuclear division"
S000005130,YNL186W,UBP10,4.0,36.6649093628,9.1662273407,"[7.4127274, 7.4344225, 10.308891, 11.508868]","Ubiquitin-specific protease, deubiquitinates Ub-protein moieties; interacts with proteins that function in rRNA production and ribosome biogenesis via its intrinsically disordered regions; stabilizes Rpa190p by deubiquitination; controls PCNA deubiquitylation; may regulate silencing by acting on Sir4p; involved in posttranscriptionally regulating Gap1p, possibly other transporters; localized to the nucleolus; null mutant phenotypes are functionally complemented by human USP36"
S000005549,YOR023C,AHC1,4.0,36.5112490654,9.12781226635,"[4.5382581, 8.7663641, 10.155231, 13.051395]",Subunit of the Ada histone acetyltransferase complex; required for structural integrity of the complex
S000004152,YLR162W,,4.0,36.5112490654,9.12781226635,"[4.5382581, 7.4127274, 11.508868, 13.051395]","Protein of unknown function; overexpression confers resistance to the antimicrobial peptide MiAMP1 and causes growth arrest, apoptosis, and increased sensitivity to cobalt chloride"
S000000786,YEL060C,PRB1,4.0,36.4760189056,9.11900472641,"[7.4344225, 8.7663641, 8.7663641, 11.508868]","Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p; protein abundance increases in response to DNA replication stress; PRB1 has a paralog, YSP3, that arose from the whole genome duplication"
S000003513,YGR281W,YOR1,4.0,36.4760189056,9.11900472641,"[5.8918953, 8.7663641, 10.308891, 11.508868]",Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter mediates export of many different organic anions including oligomycin; homolog of human cystic fibrosis transmembrane receptor (CFTR)
S000003512,YGR280C,PXR1,4.0,36.4760189056,9.11900472641,"[5.8918953, 8.7663641, 10.308891, 11.508868]","Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain"
S000003312,YGR080W,TWF1,3.0,36.4116821289,12.1372273763,"[10.308891, 13.051395, 13.051395]","Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions, localizes actin monomers to sites of rapid filament assembly"
S000028598,YBL100W-C,,3.0,36.4116821289,12.1372273763,"[10.308891, 13.051395, 13.051395]","Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S000028852,YNL277W-A,,4.0,36.4009795189,9.10024487972,"[4.5382581, 8.6343994, 10.176927, 13.051395]",Putative protein of unknown function
S000003141,YGL173C,XRN1,3.0,36.2797174454,12.0932391485,"[10.176927, 13.051395, 13.051395]","Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; also enters the nucleus and positively regulates transcription initiation and elongation; plays a role in microtubule-mediated processes, filamentous growth, ribosomal RNA maturation, and telomere maintenance; activated by the scavenger decapping enzyme Dcs1p"
S000003507,YGR275W,RTT102,3.0,36.0691318512,12.0230439504,"[11.508868, 11.508868, 13.051395]",Component of both the SWI/SNF and RSC chromatin remodeling complexes; suggested role in chromosome maintenance; possible weak regulator of Ty1 transposition; protein abundance increases in response to DNA replication stress
S000001916,YFR020W,CSS2,4.0,35.3112726212,8.82781815529,"[7.4127274, 7.4344225, 10.155231, 10.308891]","Protein of unknown function, secreted when constitutively expressed; SWAT-GFP fusion protein localizes to the endoplasmic reticulum (ER) and extracellular region, while mCherry fusion protein localizes to the ER and vacuole; mRNA identified as translated by ribosome profiling data; CSS2 is a non-essential gene"
S000001170,YHR128W,FUR1,4.0,35.3112721443,8.82781803608,"[4.5382581, 10.155231, 10.308891, 10.308891]",Uracil phosphoribosyltransferase; synthesizes UMP from uracil; involved in the pyrimidine salvage pathway
S000001720,YKR012C,,4.0,35.1576123238,8.78940308094,"[7.2807622, 7.4127274, 7.4127274, 13.051395]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene PRY2"
S000002803,YDR395W,SXM1,4.0,34.9687218666,8.74218046665,"[4.5382581, 7.4127274, 11.508868, 11.508868]","Nuclear transport factor (karyopherin); involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1"
S000005007,YNL063W,MTQ1,3.0,34.8691549301,11.6230516434,"[8.7663641, 13.051395, 13.051395]",S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene
S000001028,YHL036W,MUP3,4.0,34.8367576599,8.70918941498,"[5.8918953, 8.6343994, 10.155231, 10.155231]",Low affinity methionine permease; similar to Mup1p
S000005093,YNL149C,PGA2,3.0,34.7154951096,11.5718317032,"[10.155231, 11.508868, 13.051395]",Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect
S000001753,YKR045C,,4.0,33.9224047661,8.48060119152,"[4.5382581, 8.7663641, 10.308891, 10.308891]",Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm
S000005618,YOR092W,ECM3,4.0,33.658475399,8.41461884975,"[5.8918953, 7.2807622, 10.176927, 10.308891]","Non-essential protein of unknown function; involved in signal transduction and the genotoxic response; induced rapidly in response to treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from ER to cytoplasm upon DNA replication stress; ECM3 has a paralog, YNL095C, that arose from the whole genome duplication"
S000003488,YGR256W,GND2,4.0,33.636780262,8.4091950655,"[4.5382581, 8.6343994, 10.155231, 10.308891]","6-phosphogluconate dehydrogenase (decarboxylating); catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone; GND2 has a paralog, GND1, that arose from the whole genome duplication"
S000003518,YGR286C,BIO2,4.0,33.6015501022,8.40038752556,"[7.4344225, 8.6343994, 8.7663641, 8.7663641]","Biotin synthase; catalyzes the conversion of dethiobiotin to biotin, which is the last step of the biotin biosynthesis pathway; complements E. coli bioB mutant"
S000005937,YPL016W,SWI1,3.0,33.5372133255,11.1790711085,"[10.176927, 10.308891, 13.051395]","Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; can form the prion [SWI+]; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer"
S000004701,YMR095C,SNO1,3.0,33.5155181885,11.1718393962,"[10.155231, 10.308891, 13.051395]","Protein of unconfirmed function; involved in pyridoxine metabolism; expression is induced during stationary phase; forms a putative glutamine amidotransferase complex with Snz1p, with Sno1p serving as the glutaminase"
S000005042,YNL098C,RAS2,4.0,33.4695854187,8.36739635468,"[5.8918953, 8.6343994, 8.7663641, 10.176927]","GTP-binding protein; regulates nitrogen starvation response, sporulation, and filamentous growth; farnesylation and palmitoylation required for activity and localization to plasma membrane; homolog of mammalian Ras proto-oncogenes; RAS2 has a paralog, RAS1, that arose from the whole genome duplication"
S000000129,YBL033C,RIB1,3.0,33.1946630478,11.0648876826,"[10.176927, 11.508868, 11.508868]",GTP cyclohydrolase II; catalyzes the first step of the riboflavin biosynthesis pathway
S000001755,YKR047W,,4.0,32.5687680244,8.14219200611,"[4.5382581, 7.4127274, 10.308891, 10.308891]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NAP1"
S000003668,YJL132W,,4.0,32.3798780441,8.09496951103,"[5.8918953, 7.4127274, 8.7663641, 10.308891]",Putative protein of unknown function; localizes to the membrane fraction; possible Zap1p-regulated target gene induced by zinc deficiency; YJL132W is a non-essential gene
S000000273,YBR069C,TAT1,4.0,32.3798780441,8.09496951103,"[5.8918953, 7.4127274, 8.7663641, 10.308891]","Amino acid transporter for valine, leucine, isoleucine, and tyrosine; low-affinity tryptophan and histidine transporter; overexpression confers FK506 and FTY720 resistance; protein abundance increases in response to DNA replication stress"
S000000965,YER163C,GCG1,4.0,32.3798775673,8.09496939182,"[4.5382581, 8.7663641, 8.7663641, 10.308891]",Gamma-glutamyl cyclotransferase; cleaves the gamma-glutamyl bond of glutathione to yield 5-oxoproline and a Cys-Gly dipeptide; similar to mammalian pro-apoptotic protein ChaC1; expression of mouse ChaC1 in yeast increases apoptosis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; periodically expressed during the metabolic cycle
S000005179,YNL235C,,4.0,32.2479133606,8.06197834015,"[5.8918953, 5.8918953, 7.4127274, 13.051395]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SIN4/YNL236W, a subunit of the mediator complex"
S000005109,YNL165W,,4.0,32.2479128838,8.06197822094,"[4.5382581, 8.6343994, 8.7663641, 10.308891]",Putative protein of unknown function; YNL165W is not an essential gene
S000004045,YLR055C,SPT8,4.0,32.2262177467,8.05655443668,"[7.2807622, 7.4127274, 8.7663641, 8.7663641]",Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters
S000004139,YLR149C,,3.0,32.1266508102,10.7088836034,"[10.308891, 10.308891, 11.508868]",Protein of unknown function; overexpression causes a cell cycle delay or arrest; null mutation results in a decrease in plasma membrane electron transport; YLR149C is not an essential gene; protein abundance increases in response to DNA replication stress
S000001243,YHR200W,RPN10,3.0,32.1266508102,10.7088836034,"[8.7663641, 10.308891, 13.051395]",Non-ATPase base subunit of the 19S RP of the 26S proteasome; N-terminus plays a role in maintaining the structural integrity of the regulatory particle (RP); binds selectively to polyubiquitin chains; homolog of the mammalian S5a protein
S000006057,YPL136W,,3.0,32.1266508102,10.7088836034,"[8.7663641, 10.308891, 13.051395]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene GIP3/YPL137C"
S000001679,YKL196C,YKT6,3.0,32.1266508102,10.7088836034,"[8.7663641, 10.308891, 13.051395]","Vesicle membrane protein (v-SNARE) with acyltransferase activity; involved in trafficking to and within the Golgi, endocytic trafficking to the vacuole, and vacuolar fusion; membrane localization due to prenylation at the carboxy-terminus; human homolog YKT6 can complement yeast ykt6 mutant"
S000000837,YER035W,EDC2,4.0,32.09425354,8.02356338501,"[5.8918953, 7.4127274, 8.6343994, 10.155231]","RNA-binding protein that directly activates mRNA decapping; binds mRNA substrate and enhances activity of decapping proteins Dcp1p and Dcp2p; has a role in translation during heat stress; protein increases in abundance and relocalizes to nucleolus and to nuclear foci upon DNA replication stress; EDC2 has a paralog, EDC1, that arose from the whole genome duplication"
S000005405,YOL045W,PSK2,4.0,32.0942530632,8.0235632658,"[4.5382581, 5.8918953, 10.155231, 11.508868]","PAS-domain containing serine/threonine protein kinase; regulates sugar flux and translation in response to an unknown metabolite by phosphorylating Ugp1p and Gsy2p (sugar flux) and Caf20p, Tif11p and Sro9p (translation); PSK2 has a paralog, PSK1, that arose from the whole genome duplication"
S000002302,YDL143W,CCT4,3.0,31.9946861267,10.6648953756,"[5.8918953, 13.051395, 13.051395]","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"
S000000896,YER094C,PUP3,3.0,31.9946861267,10.6648953756,"[8.6343994, 10.308891, 13.051395]",Beta 3 subunit of the 20S proteasome; involved in ubiquitin-dependent catabolism; human homolog is subunit C10
S000000761,YEL035C,UTR5,3.0,31.9946861267,10.6648953756,"[8.6343994, 10.308891, 13.051395]",Protein of unknown function; transcription may be regulated by Gcr1p; essential for growth under standard (aerobic) conditions but not under anaerobic conditions
S000006724,TS(AGA)E,,3.0,31.9946861267,10.6648953756,"[8.6343994, 10.308891, 13.051395]","Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis"
S000004787,YMR175W,SIP18,4.0,31.9839835167,7.99599587917,"[4.5382581, 8.6343994, 8.6343994, 10.176927]","Phospholipid-binding hydrophilin; essential to overcome desiccation-rehydration process; expression is induced by osmotic stress; SIP18 has a paralog, GRE1, that arose from the whole genome duplication"
S000000728,YEL002C,WBP1,3.0,31.9729909897,10.6576636632,"[8.7663641, 10.155231, 13.051395]",Beta subunit of the oligosaccharyl transferase glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum; human homolog DDOST can complement yeast growth defect during down-regulation of yeast gene
S000005551,YOR025W,HST3,3.0,31.9729909897,10.6576636632,"[8.7663641, 10.155231, 13.051395]","Member of the Sir2 family of NAD(+)-dependent protein deacetylases; involved along with Hst4p in telomeric silencing, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism"
S000004169,YLR179C,,3.0,31.9729909897,10.6576636632,"[8.7663641, 10.155231, 13.051395]",Protein of unknown function with similarity to Tfs1p; transcription is activated by paralogous proteins Yrm1p and Yrr1p along with proteins involved in multidrug resistance; GFP-tagged protein localizes to the cytoplasm and nucleus
S000001076,YHR034C,PIH1,3.0,31.9729909897,10.6576636632,"[8.7663641, 10.155231, 13.051395]",Component of the conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly large protein complexes such as box C/D snoRNPs and RNA polymerase II
S000028586,YOR376W-A,,4.0,31.9270582199,7.98176455498,"[5.8918953, 8.6343994, 8.6343994, 8.7663641]",Putative protein of unknown function; identified by fungal homology and RT-PCR
S000000256,YBR052C,RFS1,3.0,31.8410263062,10.6136754354,"[8.6343994, 10.155231, 13.051395]","Protein of unknown function; member of a flavodoxin-like fold protein family that includes Pst2p and Ycp4p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; RFS1 has a paralog, PST2, that arose from the whole genome duplication"
S000000787,YEL061C,CIN8,3.0,31.8410258293,10.6136752764,"[7.2807622, 11.508868, 13.051395]",Kinesin motor protein; involved in mitotic spindle assembly and chromosome segregation
S000005127,YNL183C,NPR1,3.0,31.7841005325,10.5947001775,"[8.7663641, 11.508868, 11.508868]","Protein kinase; stabilizes several plasma membrane amino acid transporters by antagonizing their ubiquitin-mediated degradation; phosphorylates Aly2p; negatively regulates Ldb19p-mediated endocytosis through phosphorylation of Ldb19p, which prevents its association with the plasma membrane; Npr1p activity is negatively regulated via phosphorylation by the TOR complex; NPR1 has a paralog, PRR2, that arose from the whole genome duplication"
S000005615,YOR089C,VPS21,3.0,31.7841005325,10.5947001775,"[8.7663641, 11.508868, 11.508868]","Endosomal Rab family GTPase; required for endocytic transport and sorting of vacuolar hydrolases; required for endosomal localization of the CORVET complex; required with YPT52 for MVB biogenesis and sorting; involved in autophagy and ionic stress tolerance; geranylgeranylation required for membrane association; protein abundance increases in response to DNA replication stress; mammalian Rab5 homolog; VPS21 has a paralog, YPT53, that arose from the whole genome duplication"
