,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000028638,YGR146C-A,,19.0,81.7159185112,4.30083781638,"[0.2117998, 0.41287467, 0.59819049, 1.1683714, 1.2745744, 2.7039495, 2.9586215, 3.4049149, 3.6253881, 3.6707036, 4.2237096, 4.9668927, 4.998909, 5.9476452, 6.1725292, 6.4562035, 7.2276764, 8.5221052, 13.170859]",Putative protein of unknown function
S000001498,YKL015W,PUT3,15.0,80.9672068954,5.39781379302,"[0.74160653, 1.1949146, 1.3931385, 2.3730679, 2.8051527, 3.8522677, 5.3692088, 5.53545, 5.7598624, 6.1662817, 7.3075037, 7.9429221, 9.4893761, 9.9412766, 11.095178]","Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes, constitutively binds PUT1 and PUT2 promoters as a dimer, undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain"
S000002990,YGL022W,STT3,17.0,80.8528648615,4.75605087421,"[1.0336021, 1.20749, 1.2327209, 2.0803156, 2.276089, 2.4558063, 3.5938063, 3.634438, 3.7314525, 3.7866845, 4.4133339, 5.1133204, 6.6906285, 8.6392365, 9.4660187, 9.6057796, 11.892142]",Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis
S000001309,YIL047C,SYG1,19.0,79.3294833302,4.17523596475,"[0.31829804, 0.42027721, 0.4478648, 1.0036663, 1.0470538, 1.6670426, 2.1093807, 2.4785697, 3.2987709, 3.7639573, 4.0534196, 4.5450087, 4.6075282, 5.054441, 5.7584634, 7.2082462, 9.2390471, 10.746631, 11.561817]",Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency
S000001077,YHR035W,NEL1,16.0,78.8341332246,4.92713332654,"[0.021734791, 1.4395154, 1.9354122, 2.1652496, 2.2928214, 2.5143683, 2.8192372, 4.3203926, 4.481029, 4.5433311, 4.8716736, 7.7236805, 9.4347763, 9.7622013, 10.070722, 10.437988]",Activator of Sar1p GTPase activity; paralog of Sec23 but does not associate with the COPII components; not an essential gene
S000005053,YNL109W,,17.0,78.2867366672,4.60510215689,"[0.098746777, 0.62297386, 1.2347051, 1.3058959, 1.5260618, 1.6887817, 1.7736742, 2.2089467, 4.1222901, 5.4426227, 5.7962422, 5.8131232, 6.9436154, 7.9358702, 9.6186438, 10.614689, 11.539854]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YNL108C"
S000006348,YPR144C,NOC4,15.0,78.1179968417,5.20786645611,"[0.15500292, 0.49789721, 0.85849345, 1.2319701, 1.8785356, 3.1965556, 3.2134449, 3.4252551, 4.8883638, 8.1643534, 8.2977467, 8.7589293, 8.9936438, 11.300968, 13.256837]",Nucleolar protein; forms a complex with Nop14p that mediates maturation and nuclear export of 40S ribosomal subunits; relocalizes to the cytosol in response to hypoxia
S000001732,YKR024C,DBP7,17.0,74.8750481401,4.40441459647,"[0.016683767, 0.35785428, 0.48365349, 0.98870903, 1.4931315, 1.7359245, 2.5864727, 2.6835978, 3.4288106, 3.5477903, 4.1965904, 4.9004798, 4.916327, 6.687911, 7.7827382, 12.399482, 16.668892]",Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions
S000000928,YER126C,NSA2,15.0,73.8556864262,4.92371242841,"[0.36669964, 0.54577357, 0.77430099, 0.81669909, 2.3571992, 2.3923066, 2.4484088, 2.4965966, 2.9227653, 4.5360684, 5.4905233, 6.8112674, 12.034462, 13.21488, 16.647736]","Protein constituent of 66S pre-ribosomal particles; contributes to processing of the 27S pre-rRNA; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2"
S000003831,YJR070C,LIA1,17.0,73.7630463839,4.33900272846,"[0.74446237, 1.0406291, 1.4956739, 1.6898916, 1.9840913, 2.1868775, 2.2167921, 2.2673485, 2.776804, 3.3062367, 4.2799115, 4.837357, 4.9745207, 6.8145466, 7.6673231, 11.911357, 13.569223]",Deoxyhypusine hydroxylase; HEAT-repeat containing metalloenzyme that catalyzes hypusine formation; binds to and is required for the modification of Hyp2p (eIF5A); complements S. pombe mmd1 mutants defective in mitochondrial positioning; protein abundance increases in response to DNA replication stress
S000001353,YIL091C,UTP25,15.0,73.2237015367,4.88158010244,"[0.45291454, 0.6805793, 0.74769557, 2.0986702, 2.556705, 2.580564, 2.7415993, 2.944159, 3.4121144, 3.5772908, 5.6113601, 7.3695469, 8.0550337, 12.947427, 17.448042]",Nucleolar protein; required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis
S000006317,YPR113W,PIS1,12.0,72.480961591,6.04008013258,"[0.45329621, 1.0023013, 1.1654346, 1.7603945, 2.7586625, 3.4016259, 4.5633521, 5.7571592, 11.68611, 12.322203, 13.632312, 13.978111]","Phosphatidylinositol synthase; required for biosynthesis of phosphatidylinositol, which is a precursor for polyphosphoinositides, sphingolipids, and glycolipid anchors for some of the plasma membrane proteins"
S000004839,YMR226C,,19.0,72.1343113184,3.79654270097,"[0.17153966, 0.66510409, 0.74703234, 1.8645688, 1.8645688, 1.9359707, 2.2660344, 2.3219209, 2.3433418, 2.611043, 2.7256327, 3.0822709, 3.1972554, 3.8878989, 5.2670803, 6.6239762, 8.9364405, 10.42485, 11.197782]","NADP(+)-dependent serine dehydrogenase and carbonyl reductase; acts on serine, L-allo-threonine, and other 3-hydroxy acids; green fluorescent protein fusion protein localizes to the cytoplasm and nucleus; may interact with ribosomes, based on co-purification experiments"
S000004326,YLR334C,,19.0,72.0541573763,3.79232407244,"[0.68814248, 0.88461095, 1.0710239, 1.5400726, 1.788931, 1.8583597, 1.9051697, 2.4714704, 2.5717435, 2.9707916, 3.1932111, 3.318615, 3.8241901, 5.2063937, 5.2176275, 7.3453493, 7.8583307, 7.8592424, 10.480882]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps a stand-alone long terminal repeat sequence whose presence indicates a retrotransposition event occurred here"
S000005005,YNL061W,NOP2,10.0,71.6997696608,7.16997696608,"[0.10252766, 0.82575452, 2.3309946, 3.1552691, 3.1610582, 8.0542831, 9.1924639, 12.915196, 14.19233, 17.769892]","rRNA m5C methyltransferase; methylates cytosine at position 2870 of 25S rRNA; has an essential function independent of rRNA methylation; contains seven beta-strand methyltransferase motif; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleolus; constituent of 66S pre-ribosomal particles; rRNA methylation defect and lethality are functionally complemented by human NOP2, a gene upregulated in cancer"
S000000953,YER151C,UBP3,16.0,71.1916397624,4.44947748515,"[0.04990406, 0.24089104, 0.40408239, 1.2419875, 1.7725925, 2.6856527, 2.7231338, 4.1192389, 4.4965043, 4.6505823, 6.0523219, 7.4227171, 7.9288473, 8.6382999, 8.8094683, 9.9554157]","Ubiquitin-specific protease involved in transport and osmotic response; negatively regulates Ras/PKA signaling; interacts with Bre5p to coregulate anterograde, retrograde transport between ER and Golgi; involved in transcription elongation in response to osmostress through phosphorylation at Ser695 by Hog1p; inhibitor of gene silencing; role in ribophagy; cleaves ubiquitin fusions but not polyubiquitin; protein abundance increases in response to DNA replication stress"
S000002312,YDL153C,SAS10,19.0,70.9589004144,3.73467896918,"[0.049653091, 0.24075876, 0.81573576, 0.87075555, 0.97892106, 1.0539011, 1.331569, 2.3180723, 2.3722167, 2.6863296, 2.8812957, 3.2446263, 4.0222912, 4.1512213, 5.1232691, 5.2929773, 8.7940111, 10.446347, 14.284948]",Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit; disrupts silencing when overproduced; mutant has increased aneuploidy tolerance; essential gene
S000005828,YOR302W,,12.0,70.8867874891,5.90723229075,"[0.11524226, 0.50587517, 2.1956933, 2.2074254, 2.7481158, 3.4962201, 5.8165565, 6.8837419, 9.7870026, 9.8573809, 13.002088, 14.271446]","CPA1 uORF; Arginine attenuator peptide, regulates translation of the CPA1 mRNA"
S000006357,YPR153W,,16.0,70.7970007658,4.42481254786,"[1.101334, 1.4899714, 1.6089858, 1.6127039, 2.4526131, 3.6541924, 4.4686275, 4.7798142, 4.7798142, 4.8816462, 4.9378982, 5.0137134, 6.2779346, 6.397891, 8.5696239, 8.770237]",Protein of unknown function
S000003994,YLR004C,THI73,17.0,70.5759136518,4.15152433246,"[0.00864683, 0.78252405, 0.80813879, 1.009612, 1.845937, 1.862929, 2.2741776, 2.3860924, 2.528127, 3.650984, 4.2530751, 4.7508512, 5.2099419, 8.7310562, 8.8641787, 10.613394, 10.996248]",Putative plasma membrane permease; proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs
S000001248,YHR205W,SCH9,13.0,70.2766960263,5.40589969433,"[0.38872617, 1.4451503, 2.3037045, 2.463932, 2.7548249, 3.2630479, 3.8058565, 4.6007743, 5.5967097, 8.8003635, 9.4318914, 11.609061, 13.812654]","AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis, translation initiation, and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression, cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan"
S000005829,YOR303W,CPA1,13.0,70.2073041946,5.40056186112,"[0.11524226, 0.50587517, 1.2796785, 2.1956933, 2.2074254, 2.7481158, 3.4962201, 5.8165565, 6.8837419, 7.8982191, 9.7870026, 13.002088, 14.271446]","Small subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor; translationally regulated by an attenuator peptide encoded by YOR302W within the CPA1 mRNA 5'-leader"
S000003378,YGR146C,ECL1,12.0,70.0593187809,5.83827656507,"[0.2117998, 0.59819049, 1.2745744, 3.616812, 4.9668927, 4.998909, 6.1725292, 7.2276764, 8.5221052, 9.3117056, 9.9872646, 13.170859]",Protein of unknown function; mitochondrial-dependent role in the extension of chronological lifespan; overexpression increases oxygen consumption and respiratory activity while deletion results in reduced oxygen consumption under conditions of caloric restriction; induced by iron homeostasis transcription factor Aft2p; multicopy suppressor of temperature sensitive hsf1 mutant; induced by treatment with 8-methoxypsoralen and UVA irradiation
S000001130,YHR088W,RPF1,11.0,69.9534901381,6.35940819437,"[0.48516428, 2.1443284, 4.0340972, 4.8402352, 5.4595494, 5.8171339, 7.2756596, 7.7630773, 8.8621683, 9.3297472, 13.942329]","Protein involved in assembly and export of the large ribosomal subunit; nucleolar protein; constituent of 66S pre-ribosomal particles; contains a sigma(70)-like motif, which is thought to bind RNA"
S000003784,YJR023C,,18.0,69.8644619286,3.88135899603,"[0.21271634, 0.41442475, 0.56188869, 0.803029, 0.92536521, 1.3557885, 1.5034002, 1.7192999, 2.1708007, 3.6217701, 3.8709953, 4.0029125, 4.2358332, 5.2999482, 5.6874466, 9.5283318, 10.902811, 13.0477]",Putative protein of unknown function; open reading frame overlaps LSM8/YJR022W encoding an essential snRNP protein required for RNA processing and splicing
S000005076,YNL132W,KRE33,14.0,69.5985280871,4.9713234348,"[0.33375239, 0.5695129, 1.1008765, 1.5319357, 2.6921818, 2.7289741, 2.935348, 2.9531367, 3.7308216, 7.2137465, 7.8277464, 8.3861141, 11.909871, 15.68451]","Protein required for biogenesis of the small ribosomal subunit; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance; essential gene; NAT10, the human homolog, implicated in several types of cancer and premature aging."
S000006166,YPL245W,,20.0,69.4264573455,3.47132286727,"[0.72608775, 0.76211286, 1.2009535, 1.2497102, 1.4549408, 1.5166327, 1.7098379, 2.0682662, 2.2482922, 2.4754963, 2.7132776, 3.5668368, 3.7569814, 4.3386002, 4.4857078, 4.5358119, 4.5451097, 5.843822, 6.8503828, 13.377597]",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm
S000005798,YOR272W,YTM1,14.0,69.3910488039,4.95650348599,"[0.089445487, 0.50207907, 0.64725429, 1.3122804, 1.8586301, 2.4549348, 3.4992125, 5.0555224, 6.0619745, 6.48348, 7.6930208, 9.6294556, 10.007981, 14.095778]",Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Erb1p that is required for maturation of the large ribosomal subunit; has seven C-terminal WD repeats
S000004592,YML123C,PHO84,13.0,69.2927459925,5.3302112302,"[0.24526404, 0.90613168, 1.771028, 3.3334646, 4.1564841, 4.4523401, 5.0181589, 5.4257817, 5.9404354, 7.5155144, 8.5221577, 10.556602, 11.449383]",High-affinity inorganic phosphate (Pi) transporter; also low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p; cells overexpressing Pho84p accumulate heavy metals but do not develop symptoms of metal toxicity
S000003291,YGR059W,SPR3,15.0,69.0848115683,4.60565410455,"[1.3929352, 1.6429074, 2.3576472, 2.6045132, 2.9343626, 3.5305207, 3.6056972, 4.2730803, 5.0167069, 5.0590882, 5.0998278, 7.1403561, 7.2910061, 7.4825392, 9.6536236]",Sporulation-specific homolog of the CDC3/10/11/12 family of genes; septin protein involved in sporulation; regulated by ABFI; the yeast CDC3/10/11/12 family is a family of bud neck microfilament genes
S000000653,YCR057C,PWP2,14.0,68.8956353664,4.92111681189,"[0.38151979, 0.6051774, 1.0068458, 1.3027906, 1.6311537, 2.2320817, 2.4058678, 2.9287984, 2.957222, 6.9439402, 7.1312847, 7.7297101, 14.049483, 17.58976]","Conserved 90S pre-ribosomal component; essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0, A1, and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis"
S000004212,YLR222C,UTP13,15.0,68.6379303038,4.57586202025,"[0.15096125, 0.77975518, 1.1817607, 1.1905264, 1.4035408, 1.4687307, 2.1347809, 2.6845968, 4.5569701, 5.9925051, 6.5613894, 7.091053, 7.5439591, 9.5144186, 16.382982]",Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
S000004063,YLR073C,RFU1,14.0,68.0601600558,4.86144000398,"[0.15720816, 0.37254107, 0.85149807, 1.1444174, 1.8995218, 2.9708397, 3.1045167, 3.3209288, 3.4560089, 3.8687904, 6.1263647, 12.400023, 13.499875, 14.887627]",Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes
S000002258,YDL100C,GET3,13.0,67.9695999864,5.22843076819,"[0.019463921, 1.0684918, 2.2053258, 2.3906543, 2.8171506, 3.0968075, 5.2144094, 6.1124434, 6.2163324, 7.8290858, 7.9540133, 9.2020893, 13.843332]","Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex, involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo, shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress"
S000005961,YPL040C,ISM1,15.0,67.9159622788,4.52773081859,"[0.53999311, 0.88172102, 1.0191174, 2.2716227, 2.7813201, 2.9041259, 3.2796247, 3.7400916, 4.0489564, 4.3159022, 4.6981149, 6.887579, 8.4052563, 8.6466417, 13.495895]","Mitochondrial isoleucyl-tRNA synthetase; null mutant is deficient in respiratory growth; human homolog IARS2 implicated in mitochondrial diseases, can partially complement yeast null mutant"
S000006587,TG(GCC)O2,SUF17,12.0,66.6973829567,5.5581152464,"[0.41082707, 1.6652936, 2.1523559, 3.7991986, 4.9841566, 5.4607377, 6.1414413, 6.7636867, 7.0008578, 7.0657024, 10.458783, 10.794342]","Glycine tRNA (tRNA-Gly), predicted by tRNAscan-SE analysis; can mutate to suppress +1 frameshift mutations in glycine codons"
S000001172,YHR130C,,21.0,66.3554131985,3.15978158088,"[0.13780044, 0.24000438, 0.6274758, 0.71419924, 0.75317007, 1.2529117, 1.272748, 1.4165765, 1.5811278, 1.8933407, 1.8933407, 1.9204426, 1.9204426, 3.778784, 4.6845136, 4.7085724, 5.2295232, 5.85988, 6.6660342, 7.4853945, 12.319131]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000005077,YNL133C,FYV6,14.0,65.9954106212,4.71395790151,"[0.33375239, 0.5695129, 1.1008765, 1.3085489, 2.2351151, 2.935348, 2.9531367, 3.6394892, 3.7308216, 4.5529351, 7.2137465, 7.8277464, 11.909871, 15.68451]",Protein of unknown function; required for survival upon exposure to K1 killer toxin; proposed to regulate double-strand break repair via non-homologous end-joining
S000004734,YMR127C,SAS2,13.0,65.7686036825,5.05912336019,"[0.64975226, 1.7937105, 1.8057122, 2.3889759, 3.5655639, 4.1216078, 4.2699122, 4.3896461, 4.7940793, 5.4301171, 7.5425262, 9.2920437, 15.724957]",Histone acetyltransferase (HAT) catalytic subunit of the SAS complex; acetylates free histones and nucleosomes and regulates transcriptional silencing; member of the MYSTacetyltransferase family; other members are Sas4p and Sas5p
S000003280,YGR048W,UFD1,16.0,65.688256463,4.10551602894,"[0.0049938466, 0.48559836, 2.0210724, 2.1654499, 2.1925874, 3.3416574, 3.5206347, 3.674962, 3.7534275, 4.1821237, 4.6952763, 5.6531487, 5.6690083, 5.7043548, 9.1429501, 9.4810114]","Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; polyubiquitin binding protein that assists in the dislocation of misfolded, ERAD substrates that are subsequently delivered to the proteasome for degradation; involved in regulated destruction of ER membrane proteins such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); involved in mobilizing membrane bound transcription factors by regulated Ub/proteasome-dependent processing (RUP)"
S000006316,YPR112C,MRD1,9.0,65.5583742037,7.28426380042,"[0.10811893, 1.7775003, 2.9786899, 3.7628231, 5.3125067, 11.68611, 12.322203, 13.632312, 13.978111]",Essential conserved small ribosomal subunit (40s) synthesis factor; component of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains and binds to the pre-rRNA at two sites within the 18S region
S000004119,YLR129W,DIP2,9.0,65.3330290914,7.2592254546,"[0.65898615, 2.0972874, 2.7793722, 3.818644, 4.9916806, 8.9730644, 10.245019, 13.066768, 18.702208]","Nucleolar protein; specifically associated with the U3 snoRNA, part of the large ribonucleoprotein complex known as the small subunit (SSU) processome, required for 18S rRNA biogenesis, part of the active pre-rRNA processing complex"
S000003087,YGL119W,COQ8,11.0,65.2020944357,5.92746313052,"[0.56997049, 1.0096729, 2.5912385, 3.6700408, 4.382987, 4.5316539, 5.2920556, 6.0781069, 8.1119709, 14.453361, 14.511037]","Protein required for ubiquinone biosynthesis and respiratory growth; exhibits genetic interaction with COQ9, suggesting a common function; similar to prokaryotic proteins involved in early steps of ubiquinone biosynthesis; COQ8 has a paralog, YBR230W-A, that arose from the whole genome duplication; human homolog ADCK3 can complement yeast null mutant, and is associated with respiratory-chain deficiency"
S000001467,YIR028W,DAL4,14.0,65.1617376395,4.65440983139,"[0.048466582, 0.61674112, 1.8482077, 1.8820547, 1.992413, 2.049849, 2.254308, 5.2637367, 5.3861861, 5.935605, 8.5008507, 9.0808096, 10.022523, 10.279986]","Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation"
S000006185,YPL264C,,20.0,65.0839245692,3.25419622846,"[0.023456786, 0.03652573, 0.05444932, 0.19640751, 0.21593052, 0.2297685, 0.81084293, 1.05395, 1.1337932, 1.2528249, 1.6823261, 2.3280656, 2.709796, 2.711735, 6.3137779, 6.8415937, 8.3338547, 8.7764606, 9.9106064, 10.467759]",Putative membrane protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene
S000001272,YIL010W,DOT5,19.0,64.9870476574,3.42037092934,"[0.22242241, 0.26484874, 0.47288612, 1.228633, 1.4646373, 2.1368632, 2.1634955, 2.2523406, 2.7120144, 2.796109, 3.7359607, 3.885253, 4.0464187, 5.2648387, 5.6789989, 5.6789989, 6.3390059, 6.3390059, 8.3043165]",Nuclear thiol peroxidase; functions as an alkyl-hydroperoxide reductase during post-diauxic growth
S000005934,YPL013C,MRPS16,13.0,64.8150566816,4.98577359089,"[0.57714301, 0.89042073, 1.1270663, 1.6770581, 2.0897624, 3.3906479, 4.3395824, 4.6362052, 5.2500286, 6.2913523, 8.8574047, 11.711278, 13.977107]",Mitochondrial ribosomal protein of the small subunit
S000001466,YIR027C,DAL1,15.0,64.7844450064,4.31896300043,"[0.048466582, 0.61674112, 0.62899041, 0.84192467, 1.8820547, 1.992413, 2.049849, 2.254308, 5.2637367, 5.3861861, 5.935605, 8.5008507, 9.0808096, 10.022523, 10.279986]",Allantoinase; converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression
S000004860,YMR246W,FAA4,18.0,64.6778871529,3.59321595294,"[0.049818244, 0.22491477, 0.55654252, 0.70950353, 1.1288017, 1.227213, 1.6574881, 2.5209923, 2.9252799, 3.3569963, 3.6997433, 4.173367, 5.2302756, 6.1520987, 6.2289276, 6.6240325, 8.5272446, 9.6846476]","Long chain fatty acyl-CoA synthetase; activates imported fatty acids with a preference for C12:0-C16:0 chain lengths; functions in long chain fatty acid import; important for survival during stationary phase; localized to lipid particles; involved in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon DNA replication stress; mutation is complemented by any of human ACSBG1, ACSL1, ACSL3, ACSL4, ACSL5, ACSL6, SLC27A2, or SLC27A4"
S000002273,YDL115C,IWR1,14.0,64.1413182318,4.58152273084,"[0.27334926, 0.59884709, 0.64783835, 1.2583561, 1.2583835, 1.7803295, 4.4535537, 5.0117764, 5.4343176, 6.7578635, 6.9970465, 9.4445448, 9.7490273, 10.476085]","RNA polymerase II transport factor, conserved from yeast to humans; also has a role in transporting RNA polymerase III into the nucleus; interacts with most of the RNAP II subunits; nucleo-cytoplasmic shuttling protein; deletion causes hypersensitivity to K1 killer toxin; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"
