,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000005359,YNR076W,PAU6,3.0,36.3061609268,12.1020536423,"[11.341935, 11.894184, 13.070042]","Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme; identical to Pau18p"
S000005664,YOR138C,RUP1,3.0,36.293419838,12.0978066127,"[11.454415, 11.764271, 13.074734]",Protein that regulates ubiquitination of Rsp5p; has a WW domain consensus motif of PPPSY (residues 131-135) that mediates binding of Rsp5p to Ubp2p; contains an UBA domain; relative distribution to the nucleus increases upon DNA replication stress
S000003951,YLL028W,TPO1,3.0,35.8518953323,11.9506317774,"[11.711248, 11.772286, 12.368361]","Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH; during oxidative stress exports spermine, spermidine from the cell, which controls timing of expression of stress-responsive genes; phosphorylation enhances activity and sorting to the plasma membrane"
S000001783,YKR075C,,3.0,35.7947893143,11.9315964381,"[11.74575, 11.894184, 12.154855]","Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog, YOR062C, that arose from the whole genome duplication"
S000001911,YFR015C,GSY1,3.0,35.7906732559,11.9302244186,"[11.14695, 12.098271, 12.545452]","Glycogen synthase; expression induced by glucose limitation, nitrogen starvation, environmental stress, and entry into stationary phase; GSY1 has a paralog, GSY2, that arose from the whole genome duplication; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress"
S000001073,YHR031C,RRM3,3.0,35.7756385803,11.9252128601,"[9.8959885, 12.815541, 13.064109]",DNA helicase involved in rDNA replication and Ty1 transposition; binds to and suppresses DNA damage at G4 motifs in vivo; relieves replication fork pauses at telomeric regions; structurally and functionally related to Pif1p
S000004888,YMR275C,BUL1,3.0,35.5323915482,11.8441305161,"[10.658288, 11.804062, 13.070042]","Ubiquitin-binding component of the Rsp5p E3-ubiquitin ligase complex; disruption causes temperature-sensitive growth, overexpression causes missorting of amino acid permeases; BUL1 has a paralog, BUL2, that arose from the whole genome duplication"
S000007222,YCR028C-A,RIM1,3.0,34.5700387955,11.5233462652,"[9.4942064, 11.735702, 13.340131]",ssDNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication; stimulates utilization by Mip1p DNA polymerase of RNA primers synthesized by Rpo41p
S000003629,YJL093C,TOK1,3.0,34.3983840942,11.4661280314,"[10.295717, 12.03436, 12.068307]","Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem, each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin"
S000003839,YJR078W,BNA2,3.0,33.4517345428,11.1505781809,"[9.5281544, 11.118936, 12.804645]","Tryptophan 2,3-dioxygenase or indoleamine 2,3-dioxygenase; required for de novo biosynthesis of NAD from tryptophan via kynurenine; interacts genetically with telomere capping gene CDC13; regulated by Hst1p and Aftp"
S000002144,YAR066W,,3.0,32.9586658478,10.9862219493,"[10.658288, 11.067392, 11.232985]","Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YAR066W has a paralog, YHR214W, that arose from a segmental duplication"
S000001257,YHR214W,,3.0,32.9586658478,10.9862219493,"[10.658288, 11.067392, 11.232985]","Putative protein of unknown function; predicted to be a glycosylphosphatidylinositol-modified (GPI) protein; YHR214W has a paralog, YAR066W, that arose from a segmental duplication"
S000003363,YGR131W,FHN1,3.0,31.6094141006,10.5364713669,"[9.1131163, 10.710755, 11.785542]","Protein of unknown function; induced by ketoconazole; promoter region contains sterol regulatory element motif, which has been identified as a Upc2p-binding site; overexpression complements function of Nce102p in NCE102 deletion strain; FHN1 has a paralog, NCE102, that arose from the whole genome duplication"
S000003362,YGR130C,,3.0,31.6094141006,10.5364713669,"[9.1131163, 10.710755, 11.785542]",Component of the eisosome with unknown function; GFP-fusion protein localizes to the cytoplasm; specifically phosphorylated in vitro by mammalian diphosphoinositol pentakisphosphate (IP7)
S000001779,YKR071C,DRE2,2.0,28.0079727173,14.0039863586,"[14.003986, 14.003986]",Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1
S000005798,YOR272W,YTM1,2.0,28.0079727173,14.0039863586,"[14.003986, 14.003986]",Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Erb1p that is required for maturation of the large ribosomal subunit; has seven C-terminal WD repeats
S000001250,YHR207C,SET5,2.0,28.0079727173,14.0039863586,"[14.003986, 14.003986]","Methyltransferase involved in methylation of histone H4 Lys5, -8, -12; S-adenosylmethionine-dependent; zinc-finger protein, contains one canonical and two unusual fingers in unusual arrangements; deletion enhances replication of positive-strand RNA virus"
S000004714,YMR108W,ILV2,2.0,28.0079727173,14.0039863586,"[14.003986, 14.003986]","Acetolactate synthase; catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors, localizes to the mitochondria; expression of the gene is under general amino acid control"
S000005797,YOR271C,FSF1,2.0,28.0079727173,14.0039863586,"[14.003986, 14.003986]",Putative protein; predicted to be an alpha-isopropylmalate carrier; belongs to the sideroblastic-associated protein family; non-tagged protein is detected in purified mitochondria; likely to play a role in iron homeostasis
S000001251,YHR208W,BAT1,2.0,28.0079727173,14.0039863586,"[14.003986, 14.003986]","Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog, BAT2, that arose from the whole genome duplication"
S000003069,YGL101W,,2.0,27.6949100494,13.8474550247,"[13.709444, 13.985466]","Protein of unknown function; non-essential gene; interacts with the DNA helicase Hpr5p; YGL101W has a paralog, YBR242W, that arose from the whole genome duplication"
S000007628,YOR008W-B,,2.0,27.3323402405,13.6661701202,"[13.622896, 13.709444]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004326,YLR334C,,2.0,26.687005043,13.3435025215,"[12.965784, 13.721221]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps a stand-alone long terminal repeat sequence whose presence indicates a retrotransposition event occurred here"
S000003966,YLL043W,FPS1,2.0,26.54438591,13.272192955,"[13.185735, 13.358651]","Aquaglyceroporin, plasma membrane channel; involved in efflux of glycerol and xylitol, and in uptake of acetic acid and the trivalent metalloids arsenite and antimonite; role in mediating passive diffusion of glycerol is key factor in maintenance of redox balance; phosphorylated by Hog1p MAPK under acetate stress; deletion improves xylose fermentation; regulated by Rgc1p and Ask10p, which themselves are regulated by Hog1p phosphorylation under osmotic stress"
S000000523,YCL018W,LEU2,2.0,26.4401273727,13.2200636864,"[13.093253, 13.346874]",Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate
S000001294,YIL032C,,2.0,26.4401273727,13.2200636864,"[13.093253, 13.346874]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000003039,YGL071W,AFT1,2.0,26.4401273727,13.2200636864,"[13.093253, 13.346874]","Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p, Grx4p, and Fra2p, and promoter binding is negatively regulated via Grx3p-Grx4p binding; AFT1 has a paralog, AFT2, that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress"
S000001856,YFL038C,YPT1,2.0,26.4401273727,13.2200636864,"[13.093253, 13.346874]","Rab family GTPase; involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by type II protein geranylgeranyltransferase (Bet2p-Bet4p); binds to unspliced HAC1 mRNA; regulates the unfolded protein response (UPR) by promoting the decay of HAC1 RNA; localizes to the early Golgi, the transitional Golgi and ER membranes, pre-autophagosomal structures, and cytoplasmic vesicles"
S000003905,YJR144W,MGM101,2.0,26.4401273727,13.2200636864,"[13.093253, 13.346874]","Protein with a role in mitochondrial DNA recombinational repair; also involved in interstrand cross-link repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins, with limited overall similarity but sharing conserved functionally important residues; component of the mitochondrial nucleoid, required for the repair of oxidative mtDNA damage and mitochondrial genome maintenance"
S000005902,YOR375C,GDH1,2.0,26.4401273727,13.2200636864,"[13.093253, 13.346874]","NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh3p; expression regulated by nitrogen and carbon sources; GDH1 has a paralog, GDH3, that arose from the whole genome duplication"
S000002840,YDR432W,NPL3,2.0,26.4401273727,13.2200636864,"[13.093253, 13.346874]","RNA-binding protein; promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm; represses translation initiation by binding eIF4G; required for pre-mRNA splicing; interacts with E3 ubiquitin ligase Bre1p, linking histone ubiquitination to mRNA processing; may have role in telomere maintenance; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in cytoplasm; protein abundance increases in response to DNA replication stress"
S000000272,YBR068C,BAP2,2.0,26.4401273727,13.2200636864,"[13.093253, 13.346874]","High-affinity leucine permease; functions as a branched-chain amino acid permease involved in uptake of leucine, isoleucine and valine; contains 12 predicted transmembrane domains; BAP2 has a paralog, BAP3, that arose from the whole genome duplication"
S000004673,YMR069W,NAT4,2.0,26.0910606384,13.0455303192,"[12.811967, 13.279094]",N alpha-acetyl-transferase; involved in acetylation of the N-terminal residues of histones H4 and H2A
S000000875,YER073W,ALD5,2.0,26.0416698456,13.0208349228,"[12.683019, 13.358651]",Mitochondrial aldehyde dehydrogenase; involved in regulation or biosynthesis of electron transport chain components and acetate formation; activated by K+; utilizes NADP+ as the preferred coenzyme; constitutively expressed
S000005752,YOR226C,ISU2,2.0,26.040517807,13.0202589035,"[12.965784, 13.074734]","Mitochondrial protein required for iron-sulfur protein synthesis; performs scaffolding function during Fe/S cluster assembly; involved in Fe-S cluster assembly for both mitochondrial and cytosolic proteins; protein abundance increases under DNA replication stress; ISU2 has a paralog, ISU1, that arose from the whole genome duplication; isu1 isu2 double mutant is inviable; human homolog ISCU implicated in mitochondrial myopathy, can complement isu1 isu2 double mutant"
S000005753,YOR227W,HER1,2.0,26.040517807,13.0202589035,"[12.965784, 13.074734]","Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes, based on co-purification experiments; HER1 has a paralog, GIP3, that arose from the whole genome duplication"
S000001516,YKL033W,TTI1,2.0,26.0013055801,13.0006527901,"[12.01584, 13.985466]","Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies"
S000003587,YJL051W,IRC8,2.0,25.7715806961,12.8857903481,"[12.701539, 13.070042]","Bud tip localized protein of unknown function; mRNA is targeted to the bud by a She2p dependent transport system; mRNA is cell cycle regulated via Fkh2p, peaking in G2/M phase; null mutant displays increased levels of spontaneous Rad52p foc"
S000002977,YGL009C,LEU1,2.0,25.743803978,12.871901989,"[12.03436, 13.709444]",Isopropylmalate isomerase; catalyzes the second step in the leucine biosynthesis pathway
S000000125,YBL029W,,2.0,25.2663640976,12.6331820488,"[11.98727, 13.279094]",Non-essential protein of unknown function
S000000033,YAL035W,FUN12,2.0,25.2154026031,12.6077013016,"[12.126841, 13.088562]",Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2
S000001103,YHR061C,GIC1,2.0,25.0513792038,12.5256896019,"[12.368361, 12.683019]","Protein involved in initiation of budding and cellular polarization; interacts with Cdc42p via the Cdc42/Rac-interactive binding (CRIB) domain; relocalizes from bud neck to nucleus upon DNA replication stress; GIC1 has a paralog, GIC2, that arose from the whole genome duplication"
S000000701,YCR104W,PAU3,2.0,24.964225769,12.4821128845,"[11.894184, 13.070042]",Member of the seripauperin multigene family; encoded mainly in subtelomeric region; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme 
S000028691,YMR001C-A,,2.0,24.8722820282,12.4361410141,"[12.436141, 12.436141]",Putative protein of unknown function
S000000838,YER036C,ARB1,2.0,24.8722820282,12.4361410141,"[12.436141, 12.436141]","ATPase of the ATP-binding cassette (ABC) family; involved in 40S and 60S ribosome biogenesis, has similarity to Gcn20p; shuttles from nucleus to cytoplasm, physically interacts with Tif6p, Lsg1p; human homolog ABCF2 can complement yeast ARB1 mutant"
S000004605,YMR003W,AIM34,2.0,24.8722820282,12.4361410141,"[12.436141, 12.436141]",Protein of unknown function; GFP-fusion protein localizes to the mitochondria; null mutant is viable and displays reduced frequency of mitochondrial genome loss
S000001603,YKL120W,OAC1,2.0,24.6542596817,12.3271298409,"[11.198436, 13.455824]","Mitochondrial inner membrane transporter; transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate; member of the mitochondrial carrier family"
S000004591,YML122C,,2.0,24.6154489517,12.3077244759,"[11.792285, 12.823164]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000001558,YKL075C,,2.0,24.6154489517,12.3077244759,"[11.792285, 12.823164]",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; proposed to be involved in resistance to streptozotocin and camptothecin
S000001474,YIR035C,,2.0,24.505689621,12.2528448105,"[11.152883, 13.352807]",Putative cytoplasmic short-chain dehydrogenase/reductase
S000004430,YLR438W,CAR2,2.0,24.459066391,12.2295331955,"[10.737845, 13.721221]","L-ornithine transaminase (OTAse); catalyzes the second step of arginine degradation, expression is dually-regulated by allophanate induction and a specific arginine induction process; not nitrogen catabolite repression sensitive; protein abundance increases in response to DNA replication stress; human homolog OAT complements yeast null mutant"
S000006629,TK(UUU)D,,2.0,24.4319763184,12.2159881592,"[11.724504, 12.707472]","Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p"
S000000914,YER112W,LSM4,2.0,24.4134569168,12.2067284584,"[11.515453, 12.898004]","Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; forms cytoplasmic foci upon DNA replication stress"
S000004453,YLR461W,PAU4,2.0,24.4119768143,12.2059884071,"[11.341935, 13.070042]","Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme"
S000003759,YJL223C,PAU1,2.0,24.4119768143,12.2059884071,"[11.341935, 13.070042]","Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; active during alcoholic fermentation; regulated by anaerobiosis, negatively regulated by oxygen; repressed by heme; identical to Pau14p"
S000001438,YIL176C,PAU14,2.0,24.4119768143,12.2059884071,"[11.341935, 13.070042]",Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau1p
S000001256,YHR213W,,2.0,24.1539030075,12.0769515038,"[11.98727, 12.166633]","Pseudogenic fragment with similarity to flocculins; YHR213W has a paralog, YAR062W, that arose from a segmental duplication"
S000001255,YHR212C,,2.0,24.1539030075,12.0769515038,"[11.98727, 12.166633]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YHR212C has a paralog, YAR060C, that arose from a segmental duplication"
S000000086,YAR060C,,2.0,24.1539030075,12.0769515038,"[11.98727, 12.166633]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YAR060C has a paralog, YHR212C, that arose from a segmental duplication"
S000003734,YJL198W,PHO90,2.0,24.0643901825,12.0321950912,"[11.513094, 12.551296]","Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog, PHO87, that arose from the whole genome duplication"
S000003735,YJL199C,MBB1,2.0,24.0643901825,12.0321950912,"[11.513094, 12.551296]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; protein detected in large-scale protein-protein interaction studies"
S000001609,YKL126W,YPK1,2.0,23.958404541,11.9792022705,"[11.890098, 12.068307]","S/T protein kinase; phosphorylates, downregulates flippase activator Fpk1p; inactivates Orm1p and Orm2p by phosphorylation in response to compromised sphingolipid synthesis; involved in the TORC-dependent phosphorylation of ribosomal proteins Rps6a/b (S6); mutations affect receptor-mediated endocytosis and sphingolipid-mediated and cell integrity signaling pathways; human homolog SGK1 can complement a null mutant; human homolog SGK2 can complement a ypk1 ypk2 double mutant"
S000003255,YGR023W,MTL1,2.0,23.8950099945,11.9475049973,"[11.796739, 12.098271]","Putative plasma membrane sensor; involved in cell integrity signaling and stress response during glucose starvation and oxidative stress; has structural and functional similarity to Mid2p; MTL1 has a paralog, MID2, that arose from the whole genome duplication"
S000000939,YER137C,,2.0,23.7748641968,11.8874320984,"[11.14695, 12.627914]",Putative protein of unknown function
S000001801,YKR093W,PTR2,2.0,23.7070837021,11.853541851,"[10.42799, 13.279094]",Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p
S000003481,YGR249W,MGA1,2.0,23.7056045532,11.8528022766,"[11.071846, 12.633759]",Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants
S000003093,YGL125W,MET13,2.0,23.6941604614,11.8470802307,"[10.335509, 13.358651]","Major isozyme of methylenetetrahydrofolate reductase; catalyzes the reduction of 5,10-methylenetetrahydrofolate to 5-methyltetrahydrofolate in the methionine biosynthesis pathway"
S000004742,YMR135C,GID8,2.0,23.6883153915,11.8441576958,"[11.152883, 12.535433]","Subunit of GID Complex, binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p, Fyv10 and Vid28p to GID Complex; contains LisH, CTLH, and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START"
S000004744,YMR136W,GAT2,2.0,23.6883153915,11.8441576958,"[11.152883, 12.535433]",Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine
S000006239,YPR035W,GLN1,2.0,23.6873493195,11.8436746597,"[11.533973, 12.153377]","Glutamine synthetase (GS); synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation; forms filaments of back-to-back stacks of cylindrical homo-decamers at low pH, leading to enzymatic inactivation and storage during states of advanced cellular starvation; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress"
S000002976,YGL008C,PMA1,2.0,23.6770944595,11.8385472298,"[10.602361, 13.074734]","Plasma membrane P2-type H+-ATPase; pumps protons out of cell; major regulator of cytoplasmic pH and plasma membrane potential; long-lived protein asymmetrically distributed at plasma membrane between mother cells and buds; accumulates at high levels in mother cells during aging, buds emerge with very low levels of Pma1p, newborn cells have low levels of Pma1p; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+]"
S000028632,YGL007C-A,,2.0,23.6770944595,11.8385472298,"[10.602361, 13.074734]","Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; deletion exhibits slow-growth phenotype; computationally predicted to have a role in cell budding"
S000000355,YBR151W,APD1,2.0,23.6219902039,11.8109951019,"[10.547256, 13.074734]",Protein of unknown function; required for normal localization of actin patches and for normal tolerance of sodium ions and hydrogen peroxide; localizes to both cytoplasm and nucleus
S000028566,YLR159C-A,,2.0,23.4967899323,11.7483949661,"[11.341935, 12.154855]","Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; partially overlaps RND5-5; YLR159C-A has a paralog, YLR156C-A, that arose from a segmental duplication"
S000028564,YLR156C-A,,2.0,23.4967899323,11.7483949661,"[11.341935, 12.154855]","Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; partially overlaps RND5-3; YLR156C-A has a paralog, YLR159C-A, that arose from a segmental duplication"
S000028565,YLR157C-C,,2.0,23.4967899323,11.7483949661,"[11.341935, 12.154855]","Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; this ORF partially overlaps RDN5-4; YLR157C-C has a paralog, YLR154C-H, that arose from a segmental duplication"
S000028562,YLR154C-H,,2.0,23.4967899323,11.7483949661,"[11.341935, 12.154855]","Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; this ORF partially overlaps RDN5-2; YLR154C-H has a paralog, YLR157C-C, that arose from a segmental duplication"
S000028525,YLR307C-A,,2.0,23.3969869614,11.6984934807,"[10.322253, 13.074734]",Putative protein of unknown function
S000004702,YMR096W,SNZ1,2.0,23.2753133774,11.6376566887,"[10.20058, 13.074734]","Protein involved in vitamin B6 biosynthesis; member of a stationary phase-induced gene family; coregulated with SNO1; interacts with Sno1p and with Yhr198p, perhaps as a multiprotein complex containing other Snz and Sno proteins"
S000004927,YMR310C,,2.0,23.2320337296,11.6160168648,"[10.979365, 12.252668]","Putative methyltransferase; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; not an essential gene; YMR310C has a paralog, YGR283C, that arose from the whole genome duplication"
S000005188,YNL244C,SUI1,2.0,23.2095842361,11.6047921181,"[10.845915, 12.363669]",Translation initiation factor eIF1; component of a complex involved in recognition of the initiator codon; modulates translation accuracy at the initiation phase
S000001570,YKL087C,CYT2,2.0,23.1354618073,11.5677309036,"[11.515453, 11.620008]","Cytochrome c1 heme lyase; involved in maturation of cytochrome c1, which is a subunit of the mitochondrial ubiquinol-cytochrome-c reductase; links heme covalently to apocytochrome c1; human homolog HCCS can complement yeast cyt2 null mutant"
S000001568,YKL085W,MDH1,2.0,23.1354618073,11.5677309036,"[11.515453, 11.620008]",Mitochondrial malate dehydrogenase; catalyzes interconversion of malate and oxaloacetate; involved in the tricarboxylic acid (TCA) cycle; phosphorylated
S000004295,YLR304C,ACO1,2.0,23.1062059402,11.5531029701,"[10.676807, 12.429399]",Aconitase; required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance; component of the mitochondrial nucleoid; mutation leads to glutamate auxotrophy; human homolog ACO2 can complement yeast null mutant
S000001592,YKL109W,HAP4,2.0,23.100361824,11.550180912,"[11.383181, 11.717181]","Transcription factor; subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression; provides the principal activation function of the complex; involved in diauxic shift"
S000000057,YAL061W,BDH2,2.0,23.0770606995,11.5385303497,"[11.100415, 11.976645]",Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3
S000006150,YPL229W,,2.0,23.0714921951,11.5357460976,"[11.343414, 11.728078]","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog, YMR181C, that arose from the whole genome duplication"
S000003003,YGL035C,MIG1,2.0,23.0429811478,11.5214905739,"[10.06542, 12.977561]","Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization, shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state"
S000000669,YCR073C,SSK22,2.0,22.9905128479,11.495256424,"[11.100415, 11.890098]","MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; functionally redundant with Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p; SSK22 has a paralog, SSK2, that arose from the whole genome duplication"
S000002478,YDR071C,PAA1,2.0,22.9883880615,11.4941940308,"[11.454415, 11.533973]","Polyamine acetyltransferase; acetylates polyamines (e.g. putrescine, spermidine, spermine) and also aralkylamines (e.g. tryptamine, phenylethylamine); may be involved in transcription and/or DNA replication"
S000006214,YPR010C,RPA135,2.0,22.7939910889,11.3969955444,"[10.553101, 12.240891]",RNA polymerase I second largest subunit A135
