,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000006661,TM(CAU)J1,EMT5,3.0,36.0,12.0,"[12.0, 12.0, 12.0]","Methionine tRNA (tRNA-Met), functions in translational elongation; not involved in translational initiation; predicted by tRNAscan-SE analysis"
S000004082,YLR092W,SUL2,3.0,36.0,12.0,"[12.0, 12.0, 12.0]","High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates"
S000003180,YGL212W,VAM7,3.0,36.0,12.0,"[12.0, 12.0, 12.0]",Vacuolar SNARE protein; functions with Vam3p in vacuolar protein trafficking; has an N-terminal PX domain (phosphoinositide-binding module) that binds PtdIns-3-P and mediates membrane binding; SNAP-25 homolog; protein abundance increases in response to DNA replication stress
S000002133,YCR079W,PTC6,3.0,36.0,12.0,"[12.0, 12.0, 12.0]",Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase
S000003997,YLR007W,NSE1,3.0,36.0,12.0,"[12.0, 12.0, 12.0]",Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair
S000001020,YHL028W,WSC4,3.0,36.0,12.0,"[12.0, 12.0, 12.0]",Endoplasmic reticulum (ER) membrane protein; involved in the translocation of soluble secretory proteins and insertion of membrane proteins into the ER membrane; may also have a role in the stress response but has only partial functional overlap with WSC1-3
S000000921,YER119C,AVT6,3.0,36.0,12.0,"[12.0, 12.0, 12.0]","Vacuolar aspartate and glutamate exporter; member of a family of seven genes (AVT1-7) related to vesicular GABA-glycine transporters; involved in compartmentalizing acidic amino acids in response to nitrogen starvation; AVT6 has a paralog, AVT5, that arose from the whole genome duplication"
S000002527,YDR120C,TRM1,3.0,36.0,12.0,"[12.0, 12.0, 12.0]","tRNA methyltransferase; two forms of protein are made by alternative translation starts; localizes to both nucleus and mitochondrion to produce modified base N2,N2-dimethylguanosine in tRNAs in both compartments; nuclear Trm1p is evenly distributed around inner nuclear membrane in WT, but mislocalizes as puncta near ER-nucleus junctions in spindle pole body (SPB) mutants; both Trm1p inner nuclear membrane targeting and maintenance depend upon SPB"
S000028524,YKL068W-A,,3.0,36.0,12.0,"[12.0, 12.0, 12.0]",Putative protein of unknown function; identified by homology to <i>Ashbya gossypii</i>
S000006760,TV(AAC)K1,,3.0,36.0,12.0,"[12.0, 12.0, 12.0]","Valine tRNA (tRNA-Val), predicted by tRNAscan-SE analysis"
S000002357,YDL198C,GGC1,3.0,36.0,12.0,"[12.0, 12.0, 12.0]",Mitochondrial GTP/GDP transporter; essential for mitochondrial genome maintenance; has a role in mitochondrial iron transport; member of the mitochondrial carrier family
S000003440,YGR208W,SER2,3.0,36.0,12.0,"[12.0, 12.0, 12.0]","Phosphoserine phosphatase of the phosphoglycerate pathway; involved in serine and glycine biosynthesis, expression is regulated by the available nitrogen source"
S000000017,YAL019W,FUN30,3.0,36.0,12.0,"[12.0, 12.0, 12.0]","Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus, telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres, as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate"
S000000894,YER092W,IES5,3.0,36.0,12.0,"[12.0, 12.0, 12.0]",Non-essential INO80 chromatin remodeling complex subunit; deletion affects telomere maintenance via recombination
S000005000,YNL055C,POR1,2.0,24.0,12.0,"[12.0, 12.0]",Mitochondrial porin (voltage-dependent anion channel); outer membrane protein required for maintenance of mitochondrial osmotic stability and mitochondrial membrane permeability; couples the glutathione pools of the intermembrane space (IMS) and the cytosol; interacts with Om45 and Om14 in the outer membrane; phosphorylated; protein abundance increases in response to DNA replication stress
S000003398,YGR166W,TRS65,2.0,24.0,12.0,"[12.0, 12.0]","Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic; role in cell wall beta-glucan biosynthesis and the stress response"
S000001863,YFL031W,HAC1,2.0,24.0,12.0,"[12.0, 12.0]","Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog); regulates the unfolded protein response, via UPRE binding, and membrane biogenesis; ER stress-induced splicing pathway facilitates efficient Hac1p synthesis; two functional forms of Hac1p are produced; translation initiation is repressed under non-stress conditions; protein abundance increases in response to DNA replication stress"
S000003165,YGL197W,MDS3,2.0,24.0,12.0,"[12.0, 12.0]","Putative component of the TOR regulatory pathway; negative regulator of early meiotic gene expression; required, with Pmd1p, for growth under alkaline conditions; has an N-terminal kelch-like domain; MDS3 has a paralog, PMD1, that arose from the whole genome duplication"
S000005328,YNR045W,PET494,2.0,24.0,12.0,"[12.0, 12.0]",Mitochondrial translational activator specific for the COX3 mRNA; acts together with Pet54p and Pet122p; located in the mitochondrial inner membrane
S000001867,YFL027C,GYP8,2.0,24.0,12.0,"[12.0, 12.0]","GTPase-activating protein for yeast Rab family members; Ypt1p is the preferred in vitro substrate but also acts on Sec4p, Ypt31p and Ypt32p; involved in the regulation of ER to Golgi vesicle transport"
S000003248,YGR016W,,2.0,24.0,12.0,"[12.0, 12.0]",Putative protein of unknown function
S000005664,YOR138C,RUP1,2.0,24.0,12.0,"[12.0, 12.0]",Protein that regulates ubiquitination of Rsp5p; has a WW domain consensus motif of PPPSY (residues 131-135) that mediates binding of Rsp5p to Ubp2p; contains an UBA domain; relative distribution to the nucleus increases upon DNA replication stress
S000006364,YPR160W,GPH1,2.0,24.0,12.0,"[12.0, 12.0]",Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; expression is regulated by stress-response elements and by the HOG MAP kinase pathway
S000002208,YDL050C,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000006218,YPR014C,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YPR014C is not an essential gene"
S000005247,YNL303W,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000003168,YGL200C,EMP24,2.0,24.0,12.0,"[12.0, 12.0]",Component of the p24 complex; role in misfolded protein quality control; binds to GPI anchor proteins and mediates their efficient transport from the ER to the Golgi; integral membrane protein that associates with endoplasmic reticulum-derived COPII-coated vesicles
S000005499,YOL139C,CDC33,2.0,24.0,12.0,"[12.0, 12.0]",mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p); protein abundance increases in response to DNA replication stress; mutants are defective for adhesion and pseudohyphal growth; human homolog EIF4E can complement yeast cdc33 null mutant
S000005145,YNL201C,PSY2,2.0,24.0,12.0,"[12.0, 12.0]","Subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form the active complex, Psy4p may provide additional substrate specificity; regulates recovery from the DNA damage checkpoint, the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; Pph3p and Psy2p localize to foci on meiotic chromosomes; putative homolog of mammalian R3"
S000002565,YDR158W,HOM2,2.0,24.0,12.0,"[12.0, 12.0]",Aspartic beta semi-aldehyde dehydrogenase; catalyzes the second step in the common pathway for methionine and threonine biosynthesis; expression regulated by Gcn4p and the general control of amino acid synthesis
S000001868,YFL026W,STE2,2.0,24.0,12.0,"[12.0, 12.0]",Receptor for alpha-factor pheromone; seven transmembrane-domain GPCR that interacts with both pheromone and a heterotrimeric G protein to initiate the signaling response that leads to mating between haploid a and alpha cells
S000001301,YIL039W,TED1,2.0,24.0,12.0,"[12.0, 12.0]",GPI-glycan remodelase; conserved phosphoesterase domain-containing protein; acts together with Emp24p/Erv25p in cargo exit from the ER; functional ortholog of mammalian GPI-glycan remodelase PGAP5; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)
S000005794,YOR268C,,2.0,24.0,12.0,"[12.0, 12.0]",Putative protein of unknown function; sporulation is abnormal in homozygous diploid; SWAT-GFP fusion protein localizes to the nucleus; YOR268C is not an essential gene
S000002560,YDR153C,ENT5,2.0,24.0,12.0,"[12.0, 12.0]","Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p, clathrin adaptor complex AP-1, and clathrin"
S000028678,YLR157W-E,,2.0,24.0,12.0,"[12.0, 12.0]","Putative protein of unknown function identified by gene-trapping; microarray-based expression analysis, and genome-wide homology searching; partially overlaps a Ty1 element"
S000001306,YIL044C,AGE2,2.0,24.0,12.0,"[12.0, 12.0]",ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif
S000000019,YAL021C,CCR4,2.0,24.0,12.0,"[12.0, 12.0]","Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening"
S000006147,YPL226W,NEW1,2.0,24.0,12.0,"[12.0, 12.0]",ATP binding cassette protein; cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction
S000003778,YJR017C,ESS1,2.0,24.0,12.0,"[12.0, 12.0]","Peptidylprolyl-cis/trans-isomerase (PPIase); specific for phosphorylated Ser and Thr residues N-terminal to proline; regulates phosphorylation of RNAPII large subunit (Rpo21p) C-terminal domain (CTD) at Ser7; associates with phospho-Ser5 form of RNAPII in vivo; present along entire coding length of genes; represses initiation of CUTs; required for efficient termination of mRNA transcription, trimethylation of histone H3; human homolog PIN1 can complement yeast null mutant"
S000006677,TN(GUU)P,,2.0,24.0,12.0,"[12.0, 12.0]","Asparagine tRNA (tRNA-Asn), predicted by tRNAscan-SE analysis"
S000001923,YFR027W,ECO1,2.0,24.0,12.0,"[12.0, 12.0]","Acetyltransferase; required for establishment of sister chromatid cohesion; acetylates Mps3p to regulate nuclear organization; modifies Smc3p at replication forks and Mcd1p in response to dsDNA breaks; phosphorylated by three kinases (Cdc28p, Cdc7p, Mck1p) to generate pair of phosphates spaced precisely for recognition by ubiquitin ligase SCF-Cdc4; mutations in human homolog ESCO2 cause Roberts syndrome; relative distribution to nucleus increases upon DNA replication stress"
S000002213,YDL055C,PSA1,2.0,24.0,12.0,"[12.0, 12.0]",GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure
S000000923,YER121W,,2.0,24.0,12.0,"[12.0, 12.0]",Putative protein of unknown function; may be involved in phosphatase regulation and/or generation of precursor metabolites and energy
S000003721,YJL185C,ATG36,2.0,24.0,12.0,"[12.0, 12.0]","Pex3p interacting protein, required for pexophagy; interacts with Atg8p and Atg11p; mRNA is weakly cell cycle regulated, peaking in G2 phase; YJL185C is a non-essential gene"
S000002895,YDR487C,RIB3,2.0,24.0,12.0,"[12.0, 12.0]","3,4-dihydroxy-2-butanone-4-phosphate synthase (DHBP synthase); required for riboflavin biosynthesis from ribulose-5-phosphate, also has an unrelated function in mitochondrial respiration"
S000000927,YER125W,RSP5,2.0,24.0,12.0,"[12.0, 12.0]","E3 ubiquitin ligase of NEDD4 family; regulates many cellular processes including MVB sorting, heat shock response, transcription, endocytosis, ribosome stability; mutant tolerates aneuploidy; autoubiquitinates; ubiquitinates Sec23p, Sna3p; deubiquitinated by Ubp2p; regulated by SUMO ligase Siz1p, in turn regulates Siz1p SUMO ligase activity; required for efficient Golgi-to-ER trafficking in COPI mutants; human homolog implicated in Liddle syndrome"
S000001320,YIL058W,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000007239,YER138W-A,,2.0,24.0,12.0,"[12.0, 12.0]","Putative protein of unknown function; YER138W-A has a paralog, YBL107W-A, that arose from a single-locus duplication"
S000006545,TD(GUC)O,,2.0,24.0,12.0,"[12.0, 12.0]","Aspartate tRNA (tRNA-Asp), predicted by tRNAscan-SE analysis"
S000006070,YPL149W,ATG5,2.0,24.0,12.0,"[12.0, 12.0]","Conserved protein involved in autophagy and the Cvt pathway; undergoes conjugation with Atg12p to form a complex involved in Atg8p lipidation; Atg5p-Atg12p conjugate enhances E2 activity of Atg3 by rearranging its catalytic site, also forms a complex with Atg16p; the Atg5-Atg12/Atg16 complex binds to membranes and is essential for autophagosome formation; also involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner"
S000006544,TD(GUC)N,,2.0,24.0,12.0,"[12.0, 12.0]","Aspartate tRNA (tRNA-Asp), predicted by tRNAscan-SE analysis"
S000004024,YLR034C,SMF3,2.0,24.0,12.0,"[12.0, 12.0]",Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress
S000000926,YER124C,DSE1,2.0,24.0,12.0,"[12.0, 12.0]",Daughter cell-specific protein; may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall; relocalizes from bud neck to cytoplasm upon DNA replication stress
S000000529,YCL024W,KCC4,2.0,24.0,12.0,"[12.0, 12.0]","Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins, negatively regulates Swe1p by phosphorylation, shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog, GIN4, that arose from the whole genome duplication"
S000000837,YER035W,EDC2,2.0,24.0,12.0,"[12.0, 12.0]","RNA-binding protein that directly activates mRNA decapping; binds mRNA substrate and enhances activity of decapping proteins Dcp1p and Dcp2p; has a role in translation during heat stress; protein increases in abundance and relocalizes to nucleolus and to nuclear foci upon DNA replication stress; EDC2 has a paralog, EDC1, that arose from the whole genome duplication"
S000004029,YLR039C,RIC1,2.0,24.0,12.0,"[12.0, 12.0]",Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes
S000002562,YDR155C,CPR1,2.0,24.0,12.0,"[12.0, 12.0]",Cytoplasmic peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; binds the drug cyclosporin A; N-terminally propionylated in vivo; protein abundance increases in response to DNA replication stress
S000004028,YLR038C,COX12,2.0,24.0,12.0,"[12.0, 12.0]","Subunit VIb of cytochrome c oxidase; cytochrome c oxidase is also known as respiratory Complex IV and is the terminal member of the mitochondrial inner membrane electron transport chain; required for assembly of cytochrome c oxidase but not required for activity after assembly; phosphorylated; easily released from the intermembrane space, suggesting a loose association with Complex IV"
S000004127,YLR137W,RKM5,2.0,24.0,12.0,"[12.0, 12.0]",Protein lysine methyltransferase; monomethylates Lys-46 of the ribosomal large subunit Rpl1a/Rpl1b; member of the seven beta-strand methyltransferase superfamily; orthologs only found among fungal species
S000001127,YHR085W,IPI1,2.0,24.0,12.0,"[12.0, 12.0]",Component of the Rix1 complex and possibly pre-replicative complexes; required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-replicative complex (pre-RC) formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene
S000005666,YOR140W,SFL1,2.0,24.0,12.0,"[12.0, 12.0]","Transcriptional repressor and activator; involved in repression of flocculation-related genes, and activation of stress responsive genes; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p; premature stop codon (C1430T, Q477-stop) in SK1 background is linked to the aggressively invasive phenotype of SK1 relative to BY4741 (S288C)"
S000003163,YGL195W,GCN1,2.0,24.0,12.0,"[12.0, 12.0]",Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA
S000003083,YGL115W,SNF4,2.0,24.0,12.0,"[12.0, 12.0]","Activating gamma subunit of the AMP-activated Snf1p kinase complex; additional subunits of the complex are Snf1p and a Sip1p/Sip2p/Gal83p family member; activates glucose-repressed genes, represses glucose-induced genes; role in sporulation, and peroxisome biogenesis; protein abundance increases in response to DNA replication stress"
S000001392,YIL130W,ASG1,2.0,24.0,12.0,"[12.0, 12.0]","Zinc cluster protein proposed to be a transcriptional regulator; regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance"
S000005672,YOR146W,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene PNO1/YOR145C"
S000004260,YLR270W,DCS1,2.0,24.0,12.0,"[12.0, 12.0]","Non-essential hydrolase involved in mRNA decapping; activates Xrn1p; may function in a feedback mechanism to regulate deadenylation, contains pyrophosphatase activity and a HIT (histidine triad) motif; acts as inhibitor of neutral trehalase Nth1p; required for growth on glycerol medium; protein abundance increases in response to DNA replication stress; DCS1 has a paralog, DCS2, that arose from the whole genome duplication"
S000001745,YKR037C,SPC34,2.0,24.0,12.0,"[12.0, 12.0]",Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body
S000005383,YOL023W,IFM1,2.0,24.0,12.0,"[12.0, 12.0]",Mitochondrial translation initiation factor 2
S000000031,YAL033W,POP5,2.0,24.0,12.0,"[12.0, 12.0]","Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs"
S000000039,YAL041W,CDC24,2.0,24.0,12.0,"[12.0, 12.0]","Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42"
S000006079,YPL158C,AIM44,2.0,24.0,12.0,"[12.0, 12.0]",Protein that regulates Cdc42p and Rho1p; functions in the late steps of cytokinesis and cell separation; sustains Rho1p at the cell division site after actomyosin ring contraction; inhibits the activation of Cdc42-Cla4 at the cell division site to prevent budding inside the old bud neck; transcription is regulated by Swi5p; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from bud neck to cytoplasm upon DNA replication stress
S000000329,YBR125C,PTC4,2.0,24.0,12.0,"[12.0, 12.0]",Cytoplasmic type 2C protein phosphatase (PP2C); identified as a high-copy number suppressor of cnb1 mpk1 synthetic lethality; overexpression decreases high-osmolarity induced Hog1p phosphorylation and kinase activity
S000005259,YNL315C,ATP11,2.0,24.0,12.0,"[12.0, 12.0]",Molecular chaperone; required for the assembly of alpha and beta subunits into the F1 sector of mitochondrial F1F0 ATP synthase; N-terminally propionylated in vivo
S000000217,YBR013C,,2.0,24.0,12.0,"[12.0, 12.0]",Putative protein of unknown function; haploid deletion mutant exhibits synthetic phenotype with alpha-synuclein; SWAT-GFP fusion protein localizes to the endoplasmic reticulum while mCherry fusion protein localizes to both the endoplasmic reticulum and vacuole
S000000216,YBR012C,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression induced by iron-regulated transcriptional activator Aft2p"
S000003310,YGR078C,PAC10,2.0,24.0,12.0,"[12.0, 12.0]",Part of the heteromeric co-chaperone GimC/prefoldin complex; complex promotes efficient protein folding
S000005093,YNL149C,PGA2,2.0,24.0,12.0,"[12.0, 12.0]",Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect
S000002715,YDR307W,PMT7,2.0,24.0,12.0,"[12.0, 12.0]",Putative protein mannosyltransferase similar to Pmt1p; has a potential role in protein O-glycosylation
S000002713,YDR305C,HNT2,2.0,24.0,12.0,"[12.0, 12.0]",Dinucleoside triphosphate hydrolase; has similarity to the tumor suppressor FHIT and belongs to the histidine triad (HIT) superfamily of nucleotide-binding proteins
S000003910,YJR149W,,2.0,24.0,12.0,"[12.0, 12.0]",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
S000003719,YJL183W,MNN11,2.0,24.0,12.0,"[12.0, 12.0]","Subunit of a Golgi mannosyltransferase complex; this complex also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p"
S000003532,YHR049C-A,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000001801,YKR093W,PTR2,2.0,24.0,12.0,"[12.0, 12.0]",Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p
S000002564,YDR157W,,2.0,24.0,12.0,"[12.0, 12.0]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000006386,YPR182W,SMX3,2.0,24.0,12.0,"[12.0, 12.0]","Core Sm protein Sm F; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm F"
