,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000001592,YKL109W,HAP4,26.0,136.428534478,5.24725132607,"[0.16955335, 0.16955335, 0.75451583, 1.7359002, 1.7359002, 1.8800467, 2.2950842, 2.9955239, 4.2988362, 4.4463935, 4.9769082, 5.0764441, 5.5618706, 5.7545156, 6.6170125, 6.7869372, 6.8800468, 6.8800468, 7.9955239, 7.9955239, 7.9955239, 8.3208628, 8.3208628, 8.3208628, 8.5804863, 9.8837986]","Transcription factor; subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression; provides the principal activation function of the complex; involved in diauxic shift"
S000002180,YDL022W,GPD1,27.0,129.241756387,4.78673171804,"[0.086497612, 0.88004673, 1.179607, 1.6170124, 1.7359002, 2.0578282, 2.2950842, 2.4105616, 2.4105616, 2.4105616, 3.9769082, 4.0313559, 4.0313559, 4.6390386, 4.6390386, 4.8614311, 5.4463935, 6.2019749, 6.8800468, 7.4650092, 7.6427908, 7.9955239, 8.3208628, 8.3208628, 8.3208628, 9.3532839, 10.031356]","NAD-dependent glycerol-3-phosphate dehydrogenase; key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; protein abundance increases in response to DNA replication stress; constitutively inactivated via phosphorylation by the protein kinases Ypk1p and Ypk2p, dephosphorylation increases catalytic activity; forms a heterodimer with Pnc1p to facilitate its peroxisomal import"
S000007324,TL(UAA)Q,,23.0,125.597376674,5.46075550758,"[0.16955335, 0.16955335, 0.29508424, 0.75451583, 2.0578282, 2.2950842, 2.4105616, 2.7359002, 4.6390386, 4.9769082, 4.9769082, 5.7545156, 7.2019749, 7.2019749, 7.2019749, 7.2019749, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 10.561871, 10.561871, 11.146833]",Mitochondrial leucine tRNA (tRNA-Leu); predicted by tRNAscan-SE analysis; required for mitochondrial translation and indirectly for maintenance of the mitochondrial genome; mutations in the orthologous human gene cause the neurological disease MELAS
S000007329,TQ(UUG)Q,,23.0,125.597376674,5.46075550758,"[0.16955335, 0.16955335, 0.29508424, 0.75451583, 2.0578282, 2.2950842, 2.4105616, 2.7359002, 4.6390386, 4.9769082, 4.9769082, 5.7545156, 7.2019749, 7.2019749, 7.2019749, 7.2019749, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 10.561871, 10.561871, 11.146833]",Mitochondrial glutamine tRNA (tRNA-Gln); predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p
S000004568,YML101C,CUE4,33.0,124.924873147,3.78560221658,"[0.032049831, 0.086497612, 0.20197484, 0.29508424, 0.50153512, 1.0578283, 1.179607, 1.179607, 1.179607, 1.179607, 1.7359002, 1.7359002, 2.2950842, 2.7359002, 2.9955239, 3.2988365, 3.4463935, 3.4463935, 3.4463935, 3.9609668, 4.0313559, 4.2988362, 4.3760042, 4.9769082, 5.0764441, 5.7545156, 6.8800468, 7.4650092, 7.4650092, 8.5804863, 8.9058256, 10.561871, 10.561871]","Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination; CUE4 has a paralog, CUE1, that arose from the whole genome duplication"
S000001783,YKR075C,,24.0,124.562496871,5.19010403628,"[0.20197484, 0.61701232, 0.73248953, 1.0578283, 1.6170124, 1.7359002, 1.7359002, 1.7359002, 1.9955239, 4.1833591, 4.6390386, 5.6714602, 5.7545156, 5.7545156, 5.7545156, 6.6714602, 7.4650092, 7.9955239, 8.3208628, 9.8837986, 9.8837986, 10.031356, 10.561871, 10.561871]","Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog, YOR062C, that arose from the whole genome duplication"
S000001381,YIL119C,RPI1,22.0,121.020882726,5.50094921481,"[0.29508424, 0.76456952, 1.7324896, 1.7359002, 1.7359002, 1.8800467, 2.2950842, 3.4463935, 4.9609666, 4.9769082, 5.4084258, 5.7545156, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.9058256, 10.561871]","Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF"
S000007319,TF(GAA)Q,,23.0,118.590058237,5.15608948858,"[0.16955335, 0.16955335, 0.29508424, 2.3208628, 2.3208628, 2.4105616, 2.7359002, 2.7359002, 3.6979322, 4.3760042, 4.9769082, 5.0764441, 5.7545156, 6.6714602, 6.9344945, 7.2019749, 7.2019749, 7.4650092, 8.0499716, 8.3208628, 8.5804863, 10.561871, 10.561871]",Mitochondrial phenylalanine tRNA (tRNA-Phe); predicted by tRNAscan-SE analysis
S000007317,TD(GUC)Q,,20.0,114.232305035,5.71161525175,"[0.16955335, 0.16955335, 0.16955335, 0.29508424, 1.7359002, 2.4105616, 2.7359002, 3.6979322, 5.6714602, 5.7545156, 6.6714602, 8.3208628, 8.3208628, 8.3208628, 8.5804863, 8.9058256, 10.561871, 10.561871, 10.561871, 10.616319]",Mitochondrial aspartate tRNA (tRNA-Asp); predicted by tRNAscan-SE analysis
S000007334,TT(UGU)Q1,,23.0,112.307145789,4.88291938214,"[0.16955335, 0.29508424, 0.50153512, 0.50153512, 1.7359002, 1.7359002, 1.7359002, 1.7645695, 2.4105616, 3.9609668, 3.9609668, 5.0764441, 7.2019749, 7.4650092, 7.6427908, 7.6427908, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.5804863]",Mitochondrial threonine tRNA (tRNA-Thr); predicted by tRNAscan-SE analysis
S000007268,Q0085,ATP6,19.0,108.481199816,5.70953683241,"[0.16955335, 1.7359002, 1.7359002, 1.7645695, 2.7359002, 3.4463935, 4.9769082, 5.0764441, 5.0764441, 5.7545156, 6.6714602, 7.4650092, 7.4650092, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 10.561871, 10.561871]","Subunit a of the F0 sector of mitochondrial F1F0 ATP synthase; mitochondrially encoded; translation is specifically activated by Atp22p; ATP6 and ATP8 mRNAs are not translated in the absence of the F1 sector of ATPase; mutations in human ortholog MT-ATP6 are associated with neurodegenerative disorders such as Neurogenic Ataxia and Retinitis Pigmentosa (NARP), Leigh syndrome (LS), Charcot-Marie-Tooth (CMT), and ataxia telangiectasia"
S000001949,YFR053C,HXK1,21.0,107.740407832,5.13049561105,"[0.086497612, 0.50153512, 0.50153512, 0.73248953, 1.2019749, 1.7359002, 1.7645695, 2.2950842, 2.8800468, 3.4463935, 4.5618706, 5.7545156, 6.2019749, 8.3208628, 8.5804863, 8.5804863, 9.3532839, 10.031356, 10.031356, 10.031356, 11.146833]","Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication"
S000001831,YFL063W,,24.0,107.49767375,4.47906973958,"[0.34953201, 1.179607, 2.3208628, 2.7683218, 3.4463935, 3.4463935, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.9609666, 6.6714602, 9.3532839, 10.031356, 10.561871]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000001134,YHR092C,HXT4,20.0,103.123531729,5.15617658645,"[0.20197484, 0.50153512, 1.0864977, 1.7359002, 1.7359002, 1.8800467, 1.9955239, 3.4463935, 5.7545156, 5.7545156, 6.0864978, 6.3495321, 6.7869372, 6.9344945, 7.317452, 8.3208628, 8.3208628, 8.3208628, 10.031356, 10.561871]","High-affinity glucose transporter; member of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog, HXT7, that arose from the whole genome duplication"
S000006319,YPR115W,RGC1,19.0,102.898051262,5.41568690852,"[1.0578283, 1.0578283, 1.179607, 1.5015351, 2.3208628, 2.7359002, 3.9609668, 4.3760042, 4.3760042, 5.2240009, 6.7869372, 7.4650092, 8.0499716, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.9058256, 10.616319]",Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
S000005760,YOR234C,RPL33B,21.0,102.398810625,4.87613383929,"[0.34953201, 0.34953201, 0.88004673, 1.2950842, 1.349532, 1.7359002, 1.7359002, 2.3208628, 3.6979322, 4.0313559, 4.3760042, 4.3760042, 6.6714602, 6.9344945, 7.4650092, 8.0499716, 8.3208628, 8.9058256, 8.9058256, 10.031356, 10.616319]","Ribosomal 60S subunit protein L33B; rpl33b null mutant exhibits normal growth while rpl33a rpl33b double null mutant is inviable; homologous to mammalian ribosomal protein L35A, no bacterial homolog; RPL33B has a paralog, RPL33A, that arose from the whole genome duplication"
S000005354,YNR071C,,18.0,102.058727451,5.66992930281,"[0.086497612, 1.179607, 2.3208628, 2.3208628, 2.4105616, 2.7359002, 3.4463935, 4.3760042, 4.3760042, 4.3760042, 6.8800468, 7.4650092, 8.9058256, 9.3532839, 10.031356, 10.561871, 10.616319, 10.616319]",Putative aldose 1-epimerase
S000028725,YPR159C-A,,20.0,100.60410744,5.03020537198,"[0.50153512, 1.179607, 1.7359002, 1.7645695, 2.7359002, 2.7683218, 2.8800468, 2.9955239, 3.2988365, 4.3760042, 5.4084258, 5.7545156, 6.0864978, 6.8800468, 7.317452, 7.317452, 7.4650092, 8.9058256, 10.616319, 10.616319]","Protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cytosol; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S000005480,YOL120C,RPL18A,18.0,100.456840277,5.58093557093,"[0.23850071, 0.29508424, 0.35397792, 1.0864977, 1.7359002, 2.3208628, 4.3760042, 5.2240009, 7.6427908, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 8.3208628, 10.616319]","Ribosomal 60S subunit protein L18A; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18A has a paralog, RPL18B, that arose from the whole genome duplication"
S000005901,YOR374W,ALD4,21.0,99.4051833749,4.73358016071,"[0.88004673, 0.91657263, 1.0578283, 1.7359002, 2.4105616, 2.4105616, 3.4463935, 3.6979322, 3.9769082, 3.9769082, 4.5618706, 4.6390386, 5.4463935, 5.4463935, 5.6714602, 6.0864978, 6.9344945, 8.3208628, 8.3208628, 8.9058256, 10.561871]",Mitochondrial aldehyde dehydrogenase; required for growth on ethanol and conversion of acetaldehyde to acetate; phosphorylated; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes; expression is glucose repressed; can substitute for cytosolic NADP-dependent aldehyde dehydrogenase when directed to the cytosol; human homolog ALDH2 can complement yeast ald4 mutant
S000007320,TG(UCC)Q,,17.0,98.8625980169,5.81544694217,"[0.16955335, 0.29508424, 1.7359002, 2.4105616, 3.6979322, 4.9769082, 5.6714602, 6.6714602, 6.6714602, 6.8800468, 7.2019749, 8.3208628, 8.3208628, 8.3208628, 8.5804863, 8.9058256, 10.031356]",Mitochondrial glycine tRNA (tRNA-Gly); predicted by tRNAscan-SE analysis
S000001414,YIL152W,,24.0,98.5566831231,4.10652846346,"[0.50153512, 0.88004673, 0.88004673, 1.2950842, 1.7324896, 1.7645695, 1.8800467, 2.3208628, 2.3208628, 2.7359002, 3.3208628, 3.6979322, 4.2988362, 4.3760042, 4.3760042, 4.6390386, 5.4463935, 5.6714602, 6.3495321, 6.8800468, 7.4650092, 7.4650092, 7.6427908, 10.616319]",Putative protein of unknown function
S000000548,YCL043C,PDI1,28.0,98.0200583935,3.5007163712,"[0.23850071, 0.50153512, 0.50153512, 0.50153512, 0.73248953, 0.88004673, 0.88004673, 1.0320498, 1.349532, 1.7359002, 1.7359002, 1.8800467, 2.0578282, 2.0578282, 2.3208628, 2.8800468, 3.6979322, 4.4463935, 4.6390386, 4.9609666, 5.2240009, 6.0864978, 6.3394785, 6.3495321, 6.6170125, 8.3208628, 8.9058256, 11.146833]","Protein disulfide isomerase; multifunctional oxidoreductase of the ER lumen, essential for disulfide bond formation in secretory and cell-surface proteins, processing of non-native disulfide bonds; Ero1p activator; complexes with exomannosidase, Mnl1p to facilitate the recognition of misfolded glycoproteins and the trimming of glycan Man8GlcNAc2 to Man7GlcNAc2 on substrates, thereby accelerating ERAD; PDI1 has a paralog, EUG1, that arose from the whole genome duplication"
S000007333,TS(UGA)Q2,,21.0,95.7114490569,4.55768805033,"[0.16955335, 0.16955335, 0.29508424, 0.29508424, 1.0578283, 1.0578283, 2.4105616, 2.4105616, 3.9769082, 4.6390386, 4.6390386, 4.8614311, 4.8614311, 4.9769082, 7.2019749, 7.2019749, 7.2019749, 8.5804863, 8.5804863, 10.561871, 10.561871]",Mitochondrial serine tRNA (tRNA-Ser); predicted by tRNAscan-SE analysis
S000000546,YCL041C,,29.0,94.7101339772,3.26586668887,"[0.086497612, 0.23850071, 0.50153512, 0.50153512, 0.50153512, 0.73248953, 0.76456952, 0.88004673, 1.349532, 1.7359002, 1.7359002, 1.9955239, 1.9955239, 2.0578282, 2.0578282, 2.3208628, 2.8800468, 3.6979322, 4.4463935, 4.6390386, 4.9609666, 5.2240009, 6.0864978, 6.3394785, 6.3495321, 6.6170125, 6.7869372, 8.3208628, 8.9058256]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps both the verified gene PDI1/YCL043C and the uncharacterized gene YCL042W"
S000000182,YBL086C,,19.0,94.4410971403,4.97058406002,"[0.50153512, 0.61701232, 1.0864977, 1.7359002, 1.7359002, 1.7359002, 1.9955239, 3.4463935, 3.9609668, 4.3760042, 5.0764441, 7.4650092, 7.6427908, 8.3208628, 8.3208628, 8.3208628, 8.5804863, 8.9058256, 10.616319]",Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery
S000004330,YLR338W,OPI9,19.0,94.1881156638,4.95726924546,"[0.086497612, 1.7359002, 2.3208628, 2.3208628, 2.3208628, 3.6979322, 3.9769082, 3.9769082, 4.3760042, 4.3760042, 4.9609666, 4.9769082, 6.0864978, 6.9344945, 7.317452, 7.4650092, 8.3208628, 8.9058256, 10.031356]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF VRP1/YLR337C"
S000028514,YMR194C-B,CMC4,21.0,94.1801782846,4.48477039451,"[0.88004673, 1.2950842, 1.7359002, 1.7645695, 2.3208628, 2.7683218, 2.8800468, 3.2988365, 4.2988362, 4.4463935, 4.6390386, 4.8614311, 4.8614311, 4.9609666, 4.9769082, 5.4463935, 6.3495321, 6.6714602, 7.4650092, 7.6427908, 10.616319]",Protein that localizes to the mitochondrial intermembrane space; localizes via the Mia40p-Erv1p system; contains twin cysteine-x(9)-cysteine motifs
S000005281,YNL337W,,22.0,94.1339600757,4.27881636708,"[0.086497612, 0.76456952, 0.76456952, 2.3208628, 2.7683218, 2.7683218, 3.4463935, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.9609666, 6.6714602, 9.3532839, 9.3532839, 10.561871]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004566,YML100W,TSL1,27.0,92.9457688965,3.44243588506,"[0.032049831, 0.086497612, 0.29508424, 0.50153512, 1.0578283, 1.179607, 1.179607, 1.179607, 1.6170124, 1.7359002, 2.2950842, 2.2950842, 2.7359002, 2.9955239, 3.2988365, 3.4463935, 3.4463935, 3.9609668, 4.0313559, 4.2988362, 4.9769082, 5.0764441, 5.7545156, 6.8800468, 7.4650092, 10.561871, 10.561871]","Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog, TPS3, that arose from the whole genome duplication"
S000003299,YGR067C,,19.0,92.8201538287,4.88527125414,"[0.032049831, 0.50153512, 0.50153512, 0.75451583, 1.0578283, 1.7359002, 2.0578282, 3.2988365, 3.9609668, 4.6390386, 4.8614311, 4.8614311, 5.7545156, 6.6170125, 9.8837986, 10.561871, 10.561871, 10.561871, 10.616319]",Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p
S000003988,YLL065W,,25.0,92.7354807854,3.70941923141,"[0.34953201, 1.5015351, 2.3208628, 2.7683218, 2.7683218, 3.4463935, 3.4463935, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.9609666, 6.6714602]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps chromosome XII telomeric element core sequences"
S000006730,TS(CGA)C,SUP61,22.0,91.7430634797,4.17013924908,"[0.20197484, 0.23850071, 0.34953201, 0.50153512, 0.88004673, 1.0578283, 1.349532, 1.7359002, 2.3208628, 3.6979322, 4.6390386, 5.0313559, 5.2240009, 5.4463935, 5.5618706, 5.6714602, 6.3495321, 7.317452, 7.6427908, 8.3208628, 8.3208628, 9.8837986]","Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis; i6A37 modification is catalyzed by Mod5p; can mutate to suppress amber or ochre nonsense mutations; suppressor mutant alleles are recessive lethal and can only be maintained when an additional wild-type copy of the gene is present, because SUP61 encodes the only tRNA species that can decode UCG codons"
S000004569,YML101C-A,,26.0,90.6506846584,3.48656479456,"[0.032049831, 0.086497612, 0.29508424, 0.50153512, 1.0578283, 1.179607, 1.179607, 1.179607, 1.6170124, 1.7359002, 2.2950842, 2.7359002, 2.9955239, 3.2988365, 3.4463935, 3.4463935, 3.9609668, 4.0313559, 4.2988362, 4.9769082, 5.0764441, 5.7545156, 6.8800468, 7.4650092, 10.561871, 10.561871]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000001913,YFR017C,IGD1,23.0,90.1935510039,3.9214587393,"[0.75451583, 0.88004673, 0.88004673, 1.0320498, 1.0578283, 1.2019749, 1.2019749, 1.6170124, 1.7324896, 1.8800467, 2.3208628, 2.8800468, 3.2988365, 4.3760042, 4.4463935, 4.4463935, 4.6390386, 6.6170125, 6.8800468, 8.0499716, 9.3532839, 10.031356, 10.616319]","Cytoplasmic protein that inhibits Gdb1p glycogen debranching activity; required for normal intracellular accumulation of glycogen; phosphorylated in vivo; expression increases during wine fermentation; protein abundance increases in response to DNA replication stress; IGD1 has a paralog, YOL024W, that arose from the whole genome duplication"
S000005283,YNL339C,YRF1-6,20.0,89.3380346969,4.46690173484,"[0.086497612, 0.76456952, 2.3208628, 2.7683218, 2.7683218, 3.4463935, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.0313559, 4.9609666, 6.6714602, 9.3532839, 9.3532839, 10.561871]",Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p
S000004068,YLR078C,BOS1,19.0,89.1385817006,4.69150430003,"[0.086497612, 1.4650092, 1.7359002, 1.7359002, 1.7359002, 1.8800467, 3.4463935, 3.4463935, 4.3760042, 4.5618706, 4.6390386, 4.9609666, 5.4463935, 6.6714602, 7.4650092, 7.6427908, 8.9058256, 8.9058256, 10.031356]",v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating
S000000645,YCR049C,,19.0,89.0767933205,4.68825228003,"[0.086497612, 0.20197484, 0.20197484, 0.50153512, 0.73248953, 2.7359002, 2.9955239, 3.9769082, 4.3760042, 4.4463935, 5.6714602, 6.0864978, 6.8800468, 6.8800468, 7.4650092, 8.0499716, 8.3208628, 8.9058256, 10.561871]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000002206,YDL048C,STP4,20.0,88.6728175282,4.43364087641,"[0.91657263, 1.179607, 1.2950842, 1.6170124, 1.7359002, 1.7359002, 1.9955239, 1.9955239, 1.9955239, 2.9955239, 3.6979322, 3.9769082, 5.0313559, 5.7545156, 6.3495321, 8.3208628, 8.5804863, 8.9058256, 10.031356, 10.561871]","Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p, Stp2p; predicted transcription factor; relative distribution to the nucleus increases upon DNA replication stress; STP4 has a paralog, STP3, that arose from the whole genome duplication"
