,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000003165,YGL197W,MDS3,4.0,42.7909259796,10.6977314949,"[9.6240759, 9.7716169, 11.697617, 11.697617]","Putative component of the TOR regulatory pathway; negative regulator of early meiotic gene expression; required, with Pmd1p, for growth under alkaline conditions; has an N-terminal kelch-like domain; MDS3 has a paralog, PMD1, that arose from the whole genome duplication"
S000001061,YHR019C,DED81,4.0,42.3688783646,10.5922195911,"[9.5012197, 10.069635, 10.925245, 11.872778]","Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA"
S000001916,YFR020W,CSS2,4.0,41.7701673508,10.4425418377,"[8.5012197, 10.112654, 11.558213, 11.598081]","Protein of unknown function, secreted when constitutively expressed; SWAT-GFP fusion protein localizes to the endoplasmic reticulum (ER) and extracellular region, while mCherry fusion protein localizes to the ER and vacuole; mRNA identified as translated by ribosome profiling data; CSS2 is a non-essential gene"
S000006731,TS(GCU)F,,4.0,41.7701673508,10.4425418377,"[8.5012197, 10.112654, 11.558213, 11.598081]","Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis"
S000000039,YAL041W,CDC24,4.0,41.587220192,10.396805048,"[8.138649, 10.925245, 11.112654, 11.410672]","Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42"
S000002281,YDL123W,SNA4,4.0,41.5473537445,10.3868384361,"[8.9992466, 10.697617, 10.925245, 10.925245]",Protein of unknown function; localized to the vacuolar outer membrane; predicted to be palmitoylated
S000001159,YHR117W,TOM71,4.0,41.5092182159,10.377304554,"[9.3618164, 9.6240759, 10.925245, 11.598081]","Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog, TOM70, that arose from the whole genome duplication"
S000001157,YHR115C,DMA1,4.0,41.5092182159,10.377304554,"[9.3618164, 9.6240759, 10.925245, 11.598081]","Ubiquitin-protein ligase (E3); controls septin dynamics, spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p, as well as abundance, localization, and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8, similar to human Chfr; contains FHA, RING fingers; DMA1 has a paralog, DMA2, that arose from the whole genome duplication"
S000000863,YER061C,CEM1,4.0,41.4075965881,10.351899147,"[8.138649, 10.598081, 11.112654, 11.558213]",Mitochondrial beta-keto-acyl synthase; possible role in fatty acid synthesis; required for mitochondrial respiration; human homolog OXSM can complement yeast cem1 null mutant
S000004152,YLR162W,,4.0,41.0543136597,10.2635784149,"[8.9992466, 9.9467783, 10.697617, 11.410672]","Protein of unknown function; overexpression confers resistance to the antimicrobial peptide MiAMP1 and causes growth arrest, apoptosis, and increased sensitivity to cobalt chloride"
S000001076,YHR034C,PIH1,4.0,40.6087536812,10.1521884203,"[6.6980767, 9.138649, 11.872778, 12.89925]",Component of the conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly large protein complexes such as box C/D snoRNPs and RNA polymerase II
S000001720,YKR012C,,4.0,40.3811244965,10.0952811241,"[9.138649, 9.3565798, 10.112654, 11.773242]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene PRY2"
S000000057,YAL061W,BDH2,5.0,40.3212752342,8.06425504684,"[6.2126498, 7.7451448, 8.138649, 8.7236118, 9.5012197]",Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3
S000004204,YLR214W,FRE1,4.0,40.3031215668,10.0757803917,"[8.160182, 8.6456089, 10.598081, 12.89925]",Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels
S000005518,YOL158C,ENB1,4.0,40.1629447937,10.0407361984,"[8.6240759, 10.169171, 10.257044, 11.112654]",Endosomal ferric enterobactin transporter; expressed under conditions of iron deprivation; member of the major facilitator superfamily; expression is regulated by Rcs1p and affected by chloroquine treatment
S000006741,TT(AGU)I1,,4.0,39.9405517578,9.98513793945,"[8.160182, 9.5842085, 10.598081, 11.598081]","Threonine tRNA (tRNA-Thr), predicted by tRNAscan-SE analysis"
S000005665,YOR139C,,4.0,39.8363828659,9.95909571648,"[8.138649, 9.8472433, 10.925245, 10.925245]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SFL1/YOR140W"
S000002173,YDL015C,TSC13,4.0,39.791475296,9.94786882401,"[9.5012197, 9.5012197, 9.5012197, 11.287816]","Enoyl reductase; catalyzes last step in each cycle of very long chain fatty acid elongation; localizes to ER, highly enriched in a structure marking nuclear-vacuolar junctions; coimmunoprecipitates with elongases Elo2p and Elo3p; protein increases in abundance and relative distribution to ER foci increases upon DNA replication stress; human homolog TECR implicated in nonsyndromic mental retardation, can complement yeast mutant"
S000004110,YLR120C,YPS1,4.0,39.5822820663,9.89557051659,"[8.382575, 8.5012197, 10.925245, 11.773242]","Aspartic protease; hyperglycosylated member of the yapsin family of proteases, attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p, resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor"
S000001144,YHR102W,KIC1,4.0,39.5811328888,9.8952832222,"[8.138649, 8.7716169, 9.7716169, 12.89925]","Protein kinase of the PAK/Ste20 family, required for cell integrity; physically interacts with Cdc31p (centrin), which is a component of the spindle pole body; part of the RAM network that regulates cellular polarity and morphogenesis"
S000001527,YKL044W,MMO1,4.0,39.455124855,9.86378121376,"[7.7976122, 9.9467783, 10.598081, 11.112654]","Protein of unknown function; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the mitochondria; mRNA identified as translated by ribosome profiling data; MMO1 is a non-essential gene"
S000001855,YFL039C,ACT1,4.0,39.4335918427,9.85839796066,"[8.138649, 9.5842085, 10.598081, 11.112654]","Actin; structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions"
S000001113,YHR071W,PCL5,4.0,39.3905735016,9.8476433754,"[7.2830391, 9.138649, 10.069635, 12.89925]","Cyclin; interacts with and phosphorylated by Pho85p cyclin-dependent kinase (Cdk), induced by Gcn4p at level of transcription, specifically required for Gcn4p degradation, may be sensor of cellular protein biosynthetic capacity"
S000006755,TV(AAC)G1,,4.0,39.3600511551,9.84001278877,"[9.138649, 9.4846725, 9.6240759, 11.112654]","Valine tRNA (tRNA-Val), predicted by tRNAscan-SE analysis"
S000000246,YBR042C,CST26,5.0,39.1271901131,7.82543802261,"[6.6980767, 6.6980767, 7.0606465, 9.0861816, 9.5842085]","Putative transferase involved in phospholipid biosynthesis; required for incorporation of stearic acid into phosphatidylinositol; affects chromosome stability when overexpressed; CST26 has a paralog, YDR018C, that arose from the whole genome duplication"
S000004414,YLR422W,DCK1,4.0,39.1233272552,9.78083181381,"[8.138649, 9.5842085, 10.112654, 11.287816]","Dock family protein (Dedicator Of CytoKinesis), homolog of human DOCK1; upstream component for regulation through the small GTPase Rho5p; may form a complex with Lmo1p that acts as a GEF for Rho5p; interacts with Ino4p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein; DOCK proteins act as guanine nucleotide exchange factors"
S000003507,YGR275W,RTT102,4.0,39.1018409729,9.77546024323,"[8.160182, 9.9467783, 10.069635, 10.925245]",Component of both the SWI/SNF and RSC chromatin remodeling complexes; suggested role in chromosome maintenance; possible weak regulator of Ty1 transposition; protein abundance increases in response to DNA replication stress
S000003058,YGL090W,LIF1,4.0,39.0618724823,9.76546812057,"[8.7716169, 9.5012197, 9.5012197, 11.287816]",Component of the DNA ligase IV complex; this complex mediates nonhomologous end joining in DNA double-strand break repair; physically interacts with Dnl4p and Nej1p; homologous to mammalian XRCC4 protein
S000005937,YPL016W,SWI1,4.0,38.7912230492,9.69780576229,"[7.5752196, 8.9866457, 10.35658, 11.872778]","Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; can form the prion [SWI+]; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer"
S000004611,YMR009W,ADI1,4.0,38.6510457993,9.66276144981,"[7.7976122, 8.382575, 9.0861816, 13.384677]",Acireductone dioxygenease involved in methionine salvage pathway; transcribed as polycistronic mRNA with YMR010W and regulated post-transcriptionally by RNase III (Rnt1p) cleavage; ADI1 mRNA is induced in heat shock conditions; human ortholog ADI1 can complement yeast adi1 mutant
S000003421,YGR189C,CRH1,4.0,38.0660829544,9.5165207386,"[6.7976122, 9.138649, 9.9866457, 12.143176]",Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress
S000005130,YNL186W,UBP10,4.0,37.9920835495,9.49802088737,"[8.5012197, 8.6240759, 9.3565798, 11.510208]","Ubiquitin-specific protease, deubiquitinates Ub-protein moieties; interacts with proteins that function in rRNA production and ribosome biogenesis via its intrinsically disordered regions; stabilizes Rpa190p by deubiquitination; controls PCNA deubiquitylation; may regulate silencing by acting on Sir4p; involved in posttranscriptionally regulating Gap1p, possibly other transporters; localized to the nucleolus; null mutant phenotypes are functionally complemented by human USP36"
S000001691,YKL208W,CBT1,4.0,37.6469955444,9.41174888611,"[8.138649, 8.6240759, 9.7716169, 11.112654]","Protein involved in 5' RNA end processing; substrates include mitochondrial COB, 15S_rRNA, and RPM1 transcripts; may also have a role in 3' end processing of the COB pre-mRNA; displays genetic interaction with cell cycle-regulated kinase Dbf2p"
S000005859,YOR332W,VMA4,4.0,37.6347494125,9.40868735313,"[8.138649, 8.5012197, 10.069635, 10.925245]",Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase); V-ATPase is an electrogenic proton pump found throughout the endomembrane system; V1 domain has eight subunits; required for the V1 domain to assemble onto the vacuolar membrane; protein abundance increases in response to DNA replication stress
S000002465,YDR058C,TGL2,4.0,37.5782794952,9.39456987381,"[8.6456089, 9.3618164, 9.5842085, 9.9866457]",Triacylglycerol lipase that is localized to the mitochondria; has lipolytic activity towards triacylglycerols and diacylglycerols when expressed in E. coli
S000002655,YDR247W,VHS1,4.0,37.5118932724,9.3779733181,"[6.7976122, 8.5012197, 10.925245, 11.287816]","Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant, suggesting a role in G1/S phase progression; VHS1 has a paralog, SKS1, that arose from the whole genome duplication"
S000028688,YML100W-A,,4.0,37.4944958687,9.37362396717,"[7.2126498, 9.3618164, 9.9467783, 10.973251]","Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S000028598,YBL100W-C,,4.0,37.4338903427,9.35847258568,"[8.5012197, 9.138649, 9.8472433, 9.9467783]","Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S000006057,YPL136W,,4.0,37.3291172981,9.33227932453,"[6.5752196, 8.7236118, 10.257044, 11.773242]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene GIP3/YPL137C"
S000001302,YIL040W,APQ12,4.0,37.2579536438,9.31448841095,"[8.138649, 9.138649, 9.7236118, 10.257044]","Nuclear envelope/ER integral membrane protein; interacts and functions with Brr6p and Brl1p in lipid homeostasis; mutants are defective in nuclear pore complex biogenesis, nuclear envelope morphology, mRNA export from the nucleus and are sensitive to sterol biosynthesis inhibitors and membrane fluidizing agents; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism"
S000005193,YNL249C,MPA43,4.0,37.1324224472,9.2831056118,"[8.138649, 8.7716169, 9.6240759, 10.598081]","Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000002302,YDL143W,CCT4,4.0,37.119325161,9.27983129025,"[6.6980767, 9.3618164, 9.9467783, 11.112654]","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"
S000005428,YOL067C,RTG1,4.0,37.0145521164,9.2536380291,"[6.7976122, 8.672081, 10.432205, 11.112654]","Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria, peroxisomes, and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization"
S000004597,YML128C,MSC1,4.0,36.9956951141,9.24892377853,"[8.138649, 8.382575, 9.5012197, 10.973251]","Protein of unknown function; mutant is defective in directing meiotic recombination events to homologous chromatids; the authentic, non-tagged protein is detected in highly purified mitochondria and is phosphorylated"
S000002213,YDL055C,PSA1,4.0,36.9484648705,9.23711621761,"[7.1601825, 8.9992466, 9.5012197, 11.287816]",GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure
S000002527,YDR120C,TRM1,4.0,36.5165266991,9.12913167477,"[7.1601825, 8.5012197, 10.257044, 10.598081]","tRNA methyltransferase; two forms of protein are made by alternative translation starts; localizes to both nucleus and mitochondrion to produce modified base N2,N2-dimethylguanosine in tRNAs in both compartments; nuclear Trm1p is evenly distributed around inner nuclear membrane in WT, but mislocalizes as puncta near ER-nucleus junctions in spindle pole body (SPB) mutants; both Trm1p inner nuclear membrane targeting and maintenance depend upon SPB"
S000004494,YML032C,RAD52,4.0,36.4811205864,9.1202801466,"[7.2830391, 7.5752196, 10.697617, 10.925245]",Protein that stimulates strand exchange; stimulates strand exchange by facilitating Rad51p binding to single-stranded DNA; anneals complementary single-stranded DNA; involved in the repair of double-strand breaks in DNA during vegetative growth and meiosis and UV induced sister chromatid recombination
S000004365,YLR373C,VID22,4.0,36.1059503555,9.02648758888,"[8.6240759, 8.9866457, 9.138649, 9.3565798]","Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog, ENV11, that arose from the whole genome duplication"
S000000011,YAL013W,DEP1,4.0,35.8131690025,8.95329225063,"[6.5752196, 8.138649, 9.5012197, 11.598081]","Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation"
S000004395,YLR403W,SFP1,4.0,35.7486166954,8.93715417385,"[7.2126498, 8.6240759, 8.9866457, 10.925245]","Regulates transcription of ribosomal protein and biogenesis genes; regulates response to nutrients and stress, G2/M transitions during mitotic cell cycle and DNA-damage response, and modulates cell size; regulated by TORC1 and Mrs6p; sequence of zinc finger, ChIP localization data, and protein-binding microarray (PBM) data, and computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p at others; can form the [ISP+] prion"
S000004393,YLR401C,DUS3,4.0,35.7486166954,8.93715417385,"[7.2126498, 8.6240759, 8.9866457, 10.925245]","Dihydrouridine synthase; member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus4p; contains a consensus oleate response element (ORE) in its promoter region; forms nuclear foci upon DNA replication stress"
S000003746,YJL210W,PEX2,3.0,35.7400426865,11.9133475622,"[9.3565798, 12.89925, 13.484213]","RING-finger peroxin and E3 ubiquitin ligase; peroxisomal membrane protein with a C-terminal zinc-binding RING domain, forms translocation subcomplex with Pex10p and Pex12p which functions in peroxisomal matrix protein import"
S000002563,YDR156W,RPA14,4.0,35.6961493492,8.9240373373,"[7.1601825, 8.6240759, 8.9866457, 10.925245]",RNA polymerase I subunit A14
S000005975,YPL054W,LEE1,3.0,35.5925016403,11.8641672134,"[10.697617, 11.510208, 13.384677]",Zinc-finger protein of unknown function
S000005976,YPL055C,LGE1,3.0,35.5925016403,11.8641672134,"[10.697617, 11.510208, 13.384677]","Protein of unknown function; null mutant forms abnormally large cells, and homozygous diploid null mutant displays delayed premeiotic DNA synthesis and reduced efficiency of meiotic nuclear division"
S000004166,YLR176C,RFX1,4.0,35.5851187706,8.89627969265,"[7.2126498, 8.138649, 8.7236118, 11.510208]",Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins
S000003312,YGR080W,TWF1,4.0,35.5078907013,8.87697267532,"[6.5752196, 7.2126498, 10.432205, 11.287816]","Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions, localizes actin monomers to sites of rapid filament assembly"
S000003207,YGL238W,CSE1,4.0,35.4976673126,8.87441682816,"[7.7451448, 8.138649, 8.5012197, 11.112654]","Nuclear envelope protein that acts as a recycling factor; mediates the nuclear export of Srp1p (importin alpha) back to the cytoplasm after its import substrates have been released into the nucleoplasm, thereby allowing the participation of Srp1p in multiple rounds of nuclear import; required for accurate chromosome segregation; homolog of metazoan CAS and human CSE1L, overexpression of which is implicated in cancer progression"
S000007619,YLR149C-A,,4.0,35.3102593422,8.82756483555,"[7.1601825, 8.138649, 8.5012197, 11.510208]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
