,Gene Feature Name,Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Gene Description
S000007278,Q0144,,15.0,104.540088654,6.96933924357,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000007329,TQ(UUG)Q,,14.0,102.747381687,7.33909869194,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335]",Mitochondrial glutamine tRNA (tRNA-Gln); predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p
S000007324,TL(UAA)Q,,14.0,102.747381687,7.33909869194,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335]",Mitochondrial leucine tRNA (tRNA-Leu); predicted by tRNAscan-SE analysis; required for mitochondrial translation and indirectly for maintenance of the mitochondrial genome; mutations in the orthologous human gene cause the neurological disease MELAS
S000005480,YOL120C,RPL18A,12.0,101.354613304,8.44621777534,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335]","Ribosomal 60S subunit protein L18A; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18A has a paralog, RPL18B, that arose from the whole genome duplication"
S000001592,YKL109W,HAP4,14.0,100.554736137,7.18248115267,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335]","Transcription factor; subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression; provides the principal activation function of the complex; involved in diauxic shift"
S000004569,YML101C-A,,12.0,99.3111262321,8.27592718601,"[6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000000548,YCL043C,PDI1,12.0,98.7831020355,8.23192516963,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]","Protein disulfide isomerase; multifunctional oxidoreductase of the ER lumen, essential for disulfide bond formation in secretory and cell-surface proteins, processing of non-native disulfide bonds; Ero1p activator; complexes with exomannosidase, Mnl1p to facilitate the recognition of misfolded glycoproteins and the trimming of glycan Man8GlcNAc2 to Man7GlcNAc2 on substrates, thereby accelerating ERAD; PDI1 has a paralog, EUG1, that arose from the whole genome duplication"
S000004711,YMR105C,PGM2,11.0,98.4253091812,8.94775538011,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog, PGM1, that arose from the whole genome duplication"
S000003183,YGL215W,CLG1,11.0,95.7046394348,8.7004217668,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]",Cyclin-like protein that interacts with Pho85p; has sequence similarity to G1 cyclins PCL1 and PCL2
S000006319,YPR115W,RGC1,11.0,93.8908596039,8.53553269126,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335]",Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
S000000545,YCL040W,GLK1,11.0,93.511993885,8.50109035319,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Glucokinase; catalyzes the phosphorylation of glucose at C6 in the first irreversible step of glucose metabolism; one of three glucose phosphorylating enzymes; expression regulated by non-fermentable carbon sources; GLK1 has a paralog, EMI2, that arose from the whole genome duplication"
S000003299,YGR067C,,12.0,93.1120553017,7.75933794181,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]",Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p
S000000546,YCL041C,,11.0,92.6051039696,8.41864581542,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps both the verified gene PDI1/YCL043C and the uncharacterized gene YCL042W"
S000007268,Q0085,ATP6,12.0,92.584031105,7.71533592542,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335]","Subunit a of the F0 sector of mitochondrial F1F0 ATP synthase; mitochondrially encoded; translation is specifically activated by Atp22p; ATP6 and ATP8 mRNAs are not translated in the absence of the F1 sector of ATPase; mutations in human ortholog MT-ATP6 are associated with neurodegenerative disorders such as Neurogenic Ataxia and Retinitis Pigmentosa (NARP), Leigh syndrome (LS), Charcot-Marie-Tooth (CMT), and ataxia telangiectasia"
S000007316,TC(GCA)Q,,11.0,91.6982140541,8.33620127765,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335]",Mitochondrial cysteine tRNA (tRNA-Cys)
S000001783,YKR075C,,12.0,91.2982754707,7.60818962256,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335]","Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog, YOR062C, that arose from the whole genome duplication"
S000001880,YFL014W,HSP12,10.0,90.0546655655,9.00546655655,"[8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock, oxidative stress, osmostress, stationary phase, glucose depletion, oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension"
S000001878,YFL016C,MDJ1,10.0,90.0546655655,9.00546655655,"[8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]",Co-chaperone that stimulates HSP70 protein Ssc1p ATPase activity; involved in protein folding/refolding in the mitochodrial matrix; required for proteolysis of misfolded proteins; member of the HSP40 (DnaJ) family of chaperones
S000000182,YBL086C,,11.0,88.5986785889,8.05442532626,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335]",Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery
S000001949,YFR053C,HXK1,11.0,87.8409471512,7.98554065011,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication"
S000002974,YGL006W,PMC1,10.0,87.3339958191,8.73339958191,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]",Vacuolar Ca2+ ATPase involved in depleting cytosol of Ca2+ ions; prevents growth inhibition by activation of calcineurin in the presence of elevated concentrations of calcium; similar to mammalian PMCA1a
S000006151,YPL230W,USV1,10.0,86.9551301003,8.69551301003,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources, response to salt stress and cell wall biosynthesis; USV1 has a paralog, RGM1, that arose from the whole genome duplication"
S000001361,YIL099W,SGA1,10.0,86.9551301003,8.69551301003,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Intracellular sporulation-specific glucoamylase; involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation, but dispensable for sporulation"
S000000330,YBR126C,TPS1,10.0,86.9551301003,8.69551301003,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Synthase subunit of trehalose-6-P synthase/phosphatase complex; synthesizes the storage carbohydrate trehalose, which is critically important for survival of long-term desiccation; also found in a monomeric form; expression is induced by the stress response and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress and in response to prolonged exposure to boric acid"
S000002503,YDR096W,GIS1,10.0,84.7624845505,8.47624845505,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Histone demethylase and transcription factor; regulates genes during nutrient limitation; activity modulated by proteasome-mediated proteolysis; has JmjC and JmjN domain in N-terminus that interact, promoting stability and proper transcriptional activity; contains two transactivating domains downstream of Jmj domains and a C-terminal DNA binding domain; relocalizes to the cytosol in response to hypoxia; GIS1 has a paralog, RPH1, that arose from the whole genome duplication"
S000006353,YPR149W,NCE102,10.0,84.7624845505,8.47624845505,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Protein of unknown function; contains transmembrane domains; involved in secretion of proteins that lack classical secretory signal sequences; component of the detergent-insoluble glycolipid-enriched complexes (DIGs); NCE102 has a paralog, FHN1, that arose from the whole genome duplication"
S000002206,YDL048C,STP4,10.0,82.9487047195,8.29487047195,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p, Stp2p; predicted transcription factor; relative distribution to the nucleus increases upon DNA replication stress; STP4 has a paralog, STP3, that arose from the whole genome duplication"
S000004905,YMR291W,TDA1,10.0,82.0418148041,8.20418148041,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]",Protein kinase of unknown cellular role; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene; relocalizes from nucleus to cytoplasm upon DNA replication stress
S000004903,YMR290C,HAS1,10.0,82.0418148041,8.20418148041,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]",ATP-dependent RNA helicase; involved in the biogenesis of 40S and 60S ribosome subunits; localizes to both the nuclear periphery and nucleolus; highly enriched in nuclear pore complex fractions; constituent of 66S pre-ribosomal particles
S000000786,YEL060C,PRB1,10.0,82.0418148041,8.20418148041,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]","Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p; protein abundance increases in response to DNA replication stress; PRB1 has a paralog, YSP3, that arose from the whole genome duplication"
S000006730,TS(CGA)C,SUP61,10.0,81.1349248886,8.11349248886,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335]","Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis; i6A37 modification is catalyzed by Mod5p; can mutate to suppress amber or ochre nonsense mutations; suppressor mutant alleles are recessive lethal and can only be maintained when an additional wild-type copy of the gene is present, because SUP61 encodes the only tRNA species that can decode UCG codons"
S000003318,YGR086C,PIL1,9.0,79.8702421188,8.87447134654,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]",Eisosome core component; eisosomes are large immobile cell cortex structures associated with endocytosis; detected in phosphorylated state in mitochondria; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutant shows activation of Pkc1p/Ypk1p stress resistance pathways; member of BAR domain family; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress
S000002844,YDR436W,PPZ2,9.0,78.9633522034,8.77370580037,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Serine/threonine protein phosphatase Z, isoform of Ppz1p; involved in regulation of potassium transport, which affects osmotic stability, cell cycle progression, and halotolerance"
S000002843,YDR435C,PPM1,9.0,78.9633522034,8.77370580037,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Carboxyl methyltransferase; methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p), which is important for complex formation with regulatory subunits; required for methionine to inhibit autophagy and promote growth"
S000007319,TF(GAA)Q,,11.0,78.9212064743,7.17465513403,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436]",Mitochondrial phenylalanine tRNA (tRNA-Phe); predicted by tRNAscan-SE analysis
S000007333,TS(UGA)Q2,,11.0,78.5423407555,7.14021279595,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 9.2775335, 9.2775335]",Mitochondrial serine tRNA (tRNA-Ser); predicted by tRNAscan-SE analysis
S000000050,YAL054C,ACS1,9.0,78.0564622879,8.67294025421,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]","Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions"
S000002684,YDR276C,PMP3,9.0,78.0564622879,8.67294025421,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]",Small plasma membrane protein; confers resistance to amphotericin B and is a potential target of this common antifungal drug; related to a family of plant polypeptides that are overexpressed under high salt concentration or low temperature; not essential for viability; deletion causes hyperpolarization of the plasma membrane potential
S000005786,YOR260W,GCD1,9.0,78.0564622879,8.67294025421,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]",Gamma subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression
S000000049,YAL053W,FLC2,9.0,78.0564622879,8.67294025421,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]","Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication"
S000007250,YMR194C-A,,9.0,77.6775965691,8.63084406323,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004808,YMR195W,ICY1,9.0,77.6775965691,8.63084406323,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Protein of unknown function; required for viability in rich media of cells lacking mitochondrial DNA; mutants have an invasive growth defect with elongated morphology; induced by amino acid starvation; ICY1 has a paralog, ICY2, that arose from the whole genome duplication"
S000028514,YMR194C-B,CMC4,9.0,77.6775965691,8.63084406323,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]",Protein that localizes to the mitochondrial intermembrane space; localizes via the Mia40p-Erv1p system; contains twin cysteine-x(9)-cysteine motifs
S000028725,YPR159C-A,,10.0,77.6565237045,7.76565237045,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]","Protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cytosol; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S000005419,YOL058W,ARG1,9.0,77.1495723724,8.57217470805,"[8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335]",Arginosuccinate synthetase; catalyzes the formation of L-argininosuccinate from citrulline and L-aspartate in the arginine biosynthesis pathway; potential Cdc28p substrate
S000002925,YDR517W,GRH1,9.0,76.7707066536,8.53007851707,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Acetylated cis-Golgi protein, involved in ER to Golgi transport; homolog of human GRASP65; forms a complex with the coiled-coil protein Bug1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes; protein abundance increases in response to DNA replication stress"
S000005901,YOR374W,ALD4,9.0,75.8638167381,8.4293129709,"[6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335]",Mitochondrial aldehyde dehydrogenase; required for growth on ethanol and conversion of acetaldehyde to acetate; phosphorylated; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes; expression is glucose repressed; can substitute for cytosolic NADP-dependent aldehyde dehydrogenase when directed to the cytosol; human homolog ALDH2 can complement yeast ald4 mutant
S000005660,YOR134W,BAG7,9.0,75.4849510193,8.38721677992,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Rho GTPase activating protein (RhoGAP); stimulates the intrinsic GTPase activity of Rho1p, which plays a bud growth by regulating actin cytoskeleton organization and cell wall biosynthesis, resulting in the downregulation of Rho1p; structurally and functionally related to Sac7p; BAG7 has a paralog, SAC7, that arose from the whole genome duplication"
S000007317,TD(GUC)Q,,10.0,74.9358539581,7.49358539581,"[6.1779981, 6.1779981, 6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436, 8.3706436]",Mitochondrial aspartate tRNA (tRNA-Asp); predicted by tRNAscan-SE analysis
S000002205,YDL047W,SIT4,9.0,74.5780611038,8.28645123376,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Ceramide-activated, type 2A-related serine-threonine phosphatase; functions in the G1/S transition of the mitotic cycle; regulator of COPII coat dephosphorylation; required for ER to Golgi traffic; interacts with Hrr25p kinase; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization; similar to human PP6"
S000005975,YPL054W,LEE1,9.0,74.5780611038,8.28645123376,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]",Zinc-finger protein of unknown function
S000002992,YGL024W,,9.0,74.5780611038,8.28645123376,"[6.1779981, 6.1779981, 8.3706436, 8.3706436, 8.3706436, 9.2775335, 9.2775335, 9.2775335, 9.2775335]","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF PGD1/YGL025C"
