,TF Feature Name,TF Common Name,Number of Hits,Total Sum of Scores,Avg. Score per Hit,List of Scores,Medline,TF Description
S000006403,YPR199C,ARR1,35.0,169.124598078,4.83213137367,"[0.046618268, 0.10936914, 0.13315502, 1.4419748, 1.8013115, 1.8369354, 2.5351748, 2.6643672, 2.8013115, 2.8530517, 2.8981731, 3.09565, 3.2355213, 3.5984139, 3.7636292, 4.0237041, 4.1888499, 4.8105683, 4.8166957, 5.008111, 5.3143811, 5.3143811, 5.4518847, 5.9812207, 6.2793164, 6.3588495, 7.457808, 7.9047213, 8.2212715, 8.4910975, 8.4910975, 8.7641153, 8.9630384, 8.9938612, 11.474968]",www.pubmed.com/16522208,"Transcriptional activator of the basic leucine zipper (bZIP) family; required for transcription of genes involved in resistance to arsenic compounds; directly binds trivalent arsenic (As(III)) as does K. lactis orthologue, KIYAP8"
S000005942,YPL021W,ECM23,66.0,162.045189783,2.45523014823,"[0.052268691, 0.058557771, 0.13327415, 0.21171129, 0.36044312, 0.40090865, 0.40989804, 0.42644989, 0.47025377, 0.48073733, 0.54434276, 0.65793002, 0.66839272, 0.66856539, 0.70809752, 0.79399496, 0.83113772, 0.83157814, 0.89208621, 0.96137017, 1.0209321, 1.0831169, 1.1072789, 1.1192805, 1.1493859, 1.3244003, 1.3392389, 1.3519698, 1.4270277, 1.4821968, 1.4890887, 1.4944313, 1.6994839, 1.7389778, 1.9569325, 1.9598441, 2.1418593, 2.2792964, 2.4562016, 2.4578834, 2.5041957, 2.5485897, 2.7109804, 2.7374518, 2.7780938, 2.785471, 2.8332438, 3.0069125, 3.1216736, 3.142679, 3.1831577, 3.4422286, 3.7698832, 3.9991245, 4.165812, 4.2088909, 4.2446699, 4.6946263, 5.0962954, 5.8199811, 6.0261712, 6.0394869, 7.3150449, 8.7195082, 9.921649, 10.588544]",www.pubmed.com/19111667,"Non-essential protein of unconfirmed function; affects pre-rRNA processing, may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p"
S000001521,YKL038W,RGT1,24.0,145.120572895,6.04669053728,"[0.26978263, 1.0176153, 1.7999415, 2.0751183, 2.3948574, 2.7464776, 3.5013652, 3.5175419, 3.9286103, 4.0230451, 4.4950218, 4.8672099, 5.5642276, 5.7913256, 5.8757606, 5.9058905, 7.9544535, 8.2008915, 8.8289223, 9.5478916, 12.889618, 12.909354, 13.237541, 13.77811]",www.pubmed.com/19111667,"Glucose-responsive transcription factor; regulates expression of several glucose transporter (HXT) genes in response to glucose; binds to promoters and acts both as a transcriptional activator and repressor; recruits Tup1p/Cyc8p to target gene promoters; RGT1 has a paralog, EDS1, that arose from the whole genome duplication"
S000001457,YIR018W,YAP5,29.0,143.430788457,4.94588925715,"[0.72623879, 1.3874369, 1.6814061, 1.6814061, 1.6814061, 2.3426042, 2.5695133, 2.5695133, 3.2307115, 3.5763433, 3.5763433, 4.2375417, 4.2375417, 4.4562612, 4.4562612, 4.5315108, 5.344368, 5.4196177, 6.0808158, 6.0808158, 6.2995358, 6.5264444, 6.5264444, 7.1876426, 8.1944723, 9.3765488, 9.3765488, 10.037747, 10.037747]",www.pubmed.com/16522208,"Basic leucine zipper (bZIP) iron-sensing transcription factor; involved in diauxic shift; YAP5 has a paralog, YAP7, that arose from the whole genome duplication"
S000001503,YKL020C,SPT23,33.0,136.116459965,4.12474121105,"[0.0062898388, 0.59404635, 0.68636048, 0.92323411, 0.96385455, 1.4785691, 1.5063818, 1.5608296, 1.5940464, 1.6763068, 2.0012689, 2.0931592, 2.0931592, 2.475775, 2.7482882, 3.0090837, 3.6327794, 3.7187421, 4.0071564, 4.043704, 4.2612691, 4.5862312, 4.8746462, 5.5525908, 6.0858994, 6.3037047, 6.3856683, 8.2925587, 8.5779924, 9.2136288, 9.5750856, 10.795558, 10.798592]",www.pubmed.com/16522208,"ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; SPT23 has a paralog, MGA2, that arose from the whole genome duplication"
S000006400,YPR196W,,34.0,130.141096057,3.82767929581,"[0.0078118313, 0.12778847, 0.1740106, 0.5548988, 0.57242566, 0.70947582, 0.76834589, 0.77604663, 0.80747509, 1.1506466, 1.244851, 1.2754763, 1.2792341, 1.9780645, 2.0366092, 2.0657578, 2.3839338, 2.8235133, 3.015717, 3.3573408, 3.6168513, 4.3610091, 4.4255929, 4.6767826, 5.1163363, 5.3573408, 5.792727, 6.403913, 6.9320378, 8.6342106, 11.621143, 11.621143, 11.621143, 12.851441]",www.pubmed.com/19111667,Putative maltose-responsive transcription factor
S000004618,YMR016C,SOK2,57.0,127.856782038,2.24310143926,"[0.031373706, 0.040452421, 0.040452421, 0.045246162, 0.14618436, 0.18931073, 0.23251523, 0.25001401, 0.33141127, 0.42609122, 0.4389661, 0.48044273, 0.53599054, 0.6501267, 0.65573949, 0.71262044, 1.1874815, 1.2095591, 1.2200897, 1.365437, 1.4448427, 1.4448427, 1.4493953, 1.4796348, 1.5308483, 1.6666067, 1.7516639, 1.8233542, 2.0562773, 2.172792, 2.1818349, 2.3320508, 2.3464158, 2.3509586, 2.4672105, 2.6340106, 2.6449902, 2.6907196, 2.7362213, 2.8636322, 3.1744013, 3.2883799, 3.5948842, 3.6711264, 3.7225175, 3.8625844, 4.0230265, 4.0712819, 4.3264046, 4.3974223, 4.4203038, 4.5964937, 4.7432022, 5.2268686, 5.785562, 5.9250593, 6.7694564]",www.pubmed.com/19111667,"Nuclear protein that negatively regulates pseudohyphal differentiation; plays a regulatory role in the cyclic AMP (cAMP)-dependent protein kinase (PKA) signal transduction pathway; relocalizes to the cytosol in response to hypoxia; SOK2 has a paralog, PHD1, that arose from the whole genome duplication"
S000006049,YPL128C,TBF1,28.0,120.026753213,4.28666975762,"[0.036109593, 0.15306574, 0.65457791, 0.77616334, 1.8229171, 2.10024, 2.5918519, 2.6279585, 3.0153511, 3.2117484, 3.2655356, 3.851685, 4.1800394, 4.3111167, 4.6622415, 4.7957349, 5.1356454, 5.1900139, 5.2006612, 5.5638952, 5.6219578, 5.8680859, 6.3275175, 6.4606075, 6.5874639, 6.8205576, 9.5899448, 9.6040659]",www.pubmed.com/19111667,"Telobox-containing general regulatory factor; binds TTAGGG repeats within subtelomeric anti-silencing regions (STARs), blocking silent chromatin propagation; binds majority of snoRNA gene promoters, required for full snoRNA expression; caps DSB flanked by long T2AG3 repeats and blocks checkpoint activation"
S000000611,YCR018C,SRD1,42.0,118.52825883,2.82210140072,"[0.22442421, 0.22442421, 0.29999998, 0.48982286, 0.59109867, 0.64399379, 0.74259323, 0.82705355, 0.98270124, 1.0286875, 1.0916009, 1.1949179, 1.2036169, 1.5223924, 1.6253781, 1.657087, 1.6874516, 1.7376912, 1.9698514, 2.0196571, 2.0300462, 2.3592646, 2.462584, 2.5025339, 2.8390262, 2.9175715, 2.944227, 3.0524485, 3.2126057, 3.8714476, 3.9650218, 4.1506782, 4.6288147, 4.7658591, 4.8329735, 4.8714476, 5.1262617, 5.5304108, 5.8329735, 5.8353505, 8.7074423, 10.324826]",www.pubmed.com/19111667,Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation
S000003276,YGR044C,RME1,23.0,107.367980838,4.66817307991,"[0.74545574, 0.78681993, 1.1652371, 1.8723493, 2.0808194, 2.0824409, 2.1732306, 2.2373109, 2.4864776, 3.249382, 3.5941749, 3.9757249, 4.0536003, 4.4949942, 4.8170867, 6.2345595, 7.1958418, 7.375062, 7.7126641, 8.7905884, 9.4338045, 10.224461, 10.585896]",www.pubmed.com/16522208,Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress
S000005698,YOR172W,YRM1,20.0,106.913542092,5.34567710459,"[0.77930945, 1.6079625, 1.6079625, 1.6079625, 1.7657604, 2.1336591, 2.1776583, 3.8991938, 3.9298906, 5.4841561, 5.4841561, 5.4841561, 6.2402306, 8.1471214, 8.1471214, 8.8257513, 8.8257513, 9.2732105, 10.453783, 11.038745]",www.pubmed.com/19111667,"Zinc finger transcription factor involved in multidrug resistance; Zn(2)-Cys(6) zinc finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrr1p, acting on an overlapping set of target genes"
